INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
113180	%s相信命运之说吗？	相信	不相信	不知道	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113181	当和恋人商量一件事情时，%s考虑的角度是？	自己	对方	均衡考虑	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113182	%s经常做一些浪漫的事让对方深为感动吗？	偶尔	经常	从未	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113183	当恋人说的话听着不舒服时，%s会？	忍耐放在心里	直接坦白自己的想法	让自己忽略不快	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113184	如果和恋人吵架，%s会？	恶言相向	暗自生气	就事论事	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113185	如果和恋人一起玩剪刀石头布的游戏，说完一、二、三后，%s会选择出？	布	石头	剪子	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113186	说到“鸟”这个词语，%s会首先产生哪种印象？	可爱的	吵闹的	自由的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113187	朋友想要制作一个比较酷的网页，%s会推荐哪种色彩搭配？	深蓝	黑白	黑红	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113188	坐车的时候，旁边坐下一位抱着孩子的母亲，%s会怎么做？	逗小孩子玩儿	微笑	不在意	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113189	如果%s是超级科学家会发明什么？	智能机器人	隐身衣	时空机器	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113190	%s有几个每天都会去的论坛或者网站？	3个以上	没有	3个以下	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113191	%s认为自己是否能和恋人的母亲相处融洽？	不确定	是	不是	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113192	%s认为哪种花最适合美女？	玫瑰	百合	蔷薇	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113193	假设因为看电视或玩游戏太晚导致早上睡过了头，已经快迟到了，%s起床后的第一件事会做什么？	上厕所	刷牙洗脸	干脆不着急慢慢来	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113194	%s喜欢穿什么颜色的睡衣？	紫色	蓝色	白色	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113195	%s喜欢穿什么颜色的睡衣？	粉色	黑色	绿色	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113196	如果希望在家中茶几上放一个水果盘，%s会希望它的材质是？	透明花纹的玻璃	折射各种光线的水晶	上好的本色果木	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113197	当和恋人一起坐在一望无际的星空下，直到露水打湿了衣服时，%s希望听到对方说？	我唱歌给你听好不好	我们去浪迹天涯吧	很冷，拥抱我	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113198	和恋人走在马路上，%s希望两人的姿态是？	搂着腰	挽着手	并肩走	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113199	在梦中发现来到一座美丽的城堡，华丽的大门虚掩着，推开大门后，%s认为第一件映入眼帘的物品是什么？	悬顶的吊灯	别致的家具	奢华的地毯	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113200	逛街的时候看到T恤DIY店，可以自由选择印花到T恤上，如果只能选择一种印花，%s会选择下列哪种？	书法字或山水画	简笔划图样	卡通人物	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113201	如果现在中奖了，有一笔优厚的奖金，%s将拿它去购买什么？	储蓄	钻石	汽车	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113202	如果购买奢侈的杯子，%s会选择以下哪种材料的？	水晶杯	精良工艺的瓷杯	可爱款式的名牌杯	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113203	如果饲养的宠物不幸寿终正寝，%s会？	再也不养宠物	再养一只一样的	过段时间养只不同的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113204	如果电脑中毒了，%s会立刻？	找资料杀毒	将就着用	拿去找人修	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113205	如果条件允许的话，%s想和恋爱的对象住在哪里？	纽约	北京	威尼斯	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113206	%s有天天写日记或者BLOG的习惯，总是有很多话对自己说的感觉吗？	偶尔	不是	是的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113207	在游乐场里看到很多气球被放在空中，%s觉得这些气球会？	爆炸	慢慢消失变小	安然无恙挂在那里	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113208	%s认为天使是？	愚蠢的	不可信的	善良的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113209	如果要画一幅天使，%s会如何画天使的翅膀？	三个翅膀	黑色翅膀	普通白色翅膀	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113210	%s觉得自己的爱情现在是？	有激情	很浪漫	很温馨	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113211	如果必须给爱情加一个期限的话，%s会选择？	3个月	一万年	3个星期	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113212	%s认为浪漫应该在爱情中占有多少比例呢？	50%	75%以上	10%	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113213	%s理想的生活要素排名是？	工作、爱情、亲情	爱情、亲情、工作	亲情、爱情、工作	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113214	生病时%s第一个想到的人是？	亲人	恋人	朋友	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113215	%s和恋人联系的频率为？	一天一次	很少联系	时时刻刻联系	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113216	如果遇到陌生异性的暧昧搭讪，哪一种方式会让%s乐意与之聊天？	在公车上问时间	在咖啡厅借位置	在街上直接搭讪	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113217	%s生气的标准是什么？	一言不发	暴饮暴食	破口大骂	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113218	%s在公共场合喝醉酒的原因是什么？	心情特别不好	非常好喝	为朋友庆祝	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113219	%s认为自己一辈子都不可能涉足的领域是？	娱乐圈	投资业	教育业	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113220	对于过马路，%s会？	等绿灯在走	没耐心	很讨厌红灯	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113221	看到树枝上缠着一只气球，%s觉得它是什么颜色的？	红色	蓝色	粉色	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113222	今天恋人遇到了一位让人很欣赏的异性，%s觉得对方的年龄会是？	30	20	40	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113223	%s认为恋人能够为事业出谋划策吗？	偶尔	是	不是	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113224	心情烦躁时，%s会希望恋人递给自己一杯？	果汁	牛奶	清水	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113225	对于恋人的手机号码，%s会？	记在脑子里	记在笔记本上	记不住	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113226	对于恋人的生日，%s会？	记在脑子里	记在笔记本上	记不住	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113227	%s的星座是？	天秤、金牛、处女、白羊	狮子、双子、射手、双鱼	水瓶、巨蟹、天蝎、魔羯	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113228	如果有人问“你觉得红色比粉色更能代表爱情？”%s会如何回答？	无聊，不想回答	不是	是的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113229	%s在说话的时候，是否加入“啊，呀，哦”等词语？	是	不确定	不是	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113230	在庙里抽到一个好签需要系在树上，%s会把签系在树的什么位置？	一伸手就能够到	系在比较少的树枝上	尽量高的树枝上	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113231	睡觉的时候，%s最在意以下哪个的舒适程度？	床垫	枕头	被子	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113232	说到树，%s首先会想到的是？	光合作用	避雨	遮阳	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113233	如果可以穿越时空见到一位古人，%s会想见到谁？	诸葛亮	武则天	秦始皇	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113234	如果朋友想买一个新的玻璃杯，%s会建议对方选择什么颜色的？	彩色	纯色	透明色	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113235	明天就要放假了，%s今天的心情会？	很兴奋	没有变化	很疲倦	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113236	以下哪种大海%s觉得最美？	有霞光和海鸥的海	大浪汹涌的海	夜晚宁静的海	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113237	讨厌的人送了件向往已久的礼物，%s会？	增加了些好感	干脆的拒绝礼物	立刻转变态度	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113238	订餐时明明叫了一碗牛肉面，可是服务员却送来了一盘鱼丸，%s会？	吃掉	找服务生换掉	想自己是否点了鱼丸	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113239	在和人争吵的时候，对方忽然递过来一个蛋塔，这时候%s会？	立刻吃掉	不理会继续争吵	觉得对方莫名其妙	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113240	因为有急事骑车闯红灯，被警察叫住后，却被故意拖延时间，这时%s会？	急得满头大汗	平静地向警察道歉	不作任何解释	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113241	在朋友的聚会上没有料到会被邀请发言，在毫无准备的情况下，%s会？	结巴的说不出话来	简短的讲几句	平淡的谢绝	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113242	在餐馆用餐结束，服务员来结帐时忽然发现身上带的钱不够，此刻，%s会？	感到很窘迫	在身上东摸西摸	马上对服务员说实话	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113243	假如乘坐公车时忘了买票而被人查到，%s的反应是？	尴尬	冷静	强作微笑	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113244	独自一人被关在电梯里出不来，%s会？	惶恐不安	想方设法自己出去	耐心等候救援	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113245	有人像是老朋友一样打招呼，但印象中不记得这个人时，%s会？	装作没听见	直率承认自己不记得	一言不发	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113246	从超市出来忽然意识到自己手里拿着一样未付款商品，此时一位警察走过来，%s会？	惊慌失措	诚实的去向他解释	迅速转身去补款	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113247	在看地图或街上指示时,%s会？	有困难就找人协助	把地图转向要走的方向	没有任何困难	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113248	准备一道做法复杂的菜时，一边正在播放收音机，还有朋友的来电。%s会？	三件事同时进行	关掉收音机	告诉朋友马上回电	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113249	朋友要来家中做客不知道如何来，问该怎么走时，%s会？	画一张简明地图	亲自迎接	口头上告诉对方	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113250	解释一个想法或概念时，%s很可能会怎么做？	利用铅笔和纸	肢体语言	口头上解释	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113251	看完一场很棒的电影回家后，%s喜欢？	在脑海中回想电影	把画面描述说出来	引述电影里的对话	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113252	在电影院里%s最喜欢坐在？	电影院的右边	不在意坐在哪里	电影院的左边	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113253	一个朋友的机器出了问题，%s会？	深表同情	介绍信任的人去修理	想办法帮他们修理好	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113254	在不熟悉的地方，有人问北方是哪个方向，%s会？	坦白说不知道	推测大约的方向	毫无困难的指出北方	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113255	在看电视时，这时电话响了，你会？	接电话，电视开着	把音量转小后才接电话	关掉电视，安静后接电话	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113256	听到一首新歌是喜欢的歌手唱的，通常%s会？	听完后可以跟着唱	听过后可以哼唱一小段	可以回想起部分歌词	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113257	%s对事情的结局如何会有强烈的预感，是藉着？	直觉	可靠的信息和大胆的假设	事实统计数字和数据	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113258	假如忘了把钥匙放在哪里，%s会？	等到自然想起为止	试着回想把钥匙放在哪里	干脆去再配一把	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113259	在饭店里用餐时忽然听到远处传来警报，%s会？	指出声音来源	如果够专心可以指出声源	没办法知道声音来源	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113260	参加一个聚会时有人介绍七八位新朋友，隔天%s会？	轻易想起他们的长相	只记得其中几个的长相	比较可能记住他们的名字	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113261	规划日常生活时，通常%s会？	列张清单	考虑该做哪些事	在心里想	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113262	一个朋友有了困难，如果对方需求帮助而来与%s商量？	对困难表示理解	劝导对方事情并不严重	给对方建议或合理忠告	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113263	两个的朋友感情出现了危机，%s会如何发现？	很早就察觉	经过一段时间后才察觉	根本不会察觉	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113264	%s的生活态度为何?	和周围的人和谐相处	保持个人隐私	赢得别人的尊敬	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113265	小时候，%s对学校的拼字测验以及作文课有何感觉?	觉得两项都很简单	只有一项很好	两项都不好	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113266	跳舞时，如果碰到固定的舞步或是爵士舞时，%s会？	听到音乐就会想起学过的舞步	只能跳一点点	抓不准时间和旋律	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113267	%s擅长分辨并模仿动物的声音吗？	不太擅长	还可以	很棒	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113268	一天结束后，%s喜欢？	和朋友或家人聊天	自己做点有趣的事	看报纸电视	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113269	%s的脸型比较接近哪一种？	圆脸	瓜子脸	方脸	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113270	%s嘴唇的颜色偏向于？	淡淡的粉红色	偏桃红色	浅而无色	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113271	%s喜欢什么金属颜色的装饰物？	银色	金色	铜色	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113272	%s的眼珠颜色更接近哪一种？	黑色	深咖啡色	浅咖啡色	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113273	%s更倾向于喜欢哪个季节？	春秋	夏	冬	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113274	假如要向喜欢的人表白，%s会说？	我喜欢你	我该说什么好呢	我……我……	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113275	在做事条理性方面，%s更接近？	提前准备好要带的东西	井井有条	要花很多时间来找东西	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113276	%s做事的态度更接近？	凡是能做的，决不拖拉	遇到困难，不勉强自己	明天再做	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113277	当遇到使自己失望的事时，%s的反应如何？	能控制住感情	开始有些激动	有时麻木不仁	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113278	与周围人相处时，%s的自我感觉如何？	互相尊重，和睦相处	与家人还可以	对周围人疑虑重重	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113279	假日或业余时间，%s是怎样度过的？	事先己有充分安排	根据当时心情作决定	用于休息，很少外出	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113280	%s最喜欢吃什么口味的糖果呢？	水果口味	巧克力口味	都很喜欢	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113281	%s最爱看的漫画属于哪种类型？	恐怖型漫画	少女型漫画	侦查型漫画	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113282	与最亲爱的%s去看电影的时候，通常都最爱吃什么东西？	爆米花	薯片	糖果	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113283	与最亲爱的%s去看电影的时候，通常都会看什么类型的电影？	爱情片	科幻片	搞笑片	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113284	%s很爱逛街，在你们一起逛街的时候，最爱先逛什么店？	个性小店	品牌专卖	是店就进	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113285	与最亲密的%s逛街时，最爱穿什么样的衣服？	自己喜欢的类型的衣服	对方喜欢的衣服	最时尚的衣服	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113286	如果%s很想买一件东西，但是没有了，对方会怎么安慰？	错过就是为下一次遇见更好的做好了准备	下次那里遇到了肯定买	肯定还会有更好的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113287	%s最爱看的杂志是什么？	时尚	体育	新闻	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113288	%s最爱看的杂志是什么？	昕薇	瑞丽	新锐	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113289	%s最喜欢哪种运动方式？	跑步	游泳	打球	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113290	%s在最郁闷的时候会用什么方式发泄？	购物	运动	爆走	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113291	%s在最郁闷的时候会用什么方式发泄？	运动	找朋友聊天	漫无目的的走	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113292	%s的脾气很坏，对方该怎么办？	用爱去改变%s	一切都听%s的	随着事态的发展，见机行事	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113293	%s的脾气很坏，对方该怎么办？	容忍	改变	习惯	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113294	假如由于天气不好，影响了出游心情，此时%s会怎么办？	扮可爱逗对方开心	变得比以前更加体贴点	换个娱乐活动	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113295	假如由于天气不好，影响了出游心情，此时%s会怎么办？	换个游玩的地方	换个娱乐活动不出去	不娱乐	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113296	如果遇见自己不喜欢的同事，但是每天都要一起共事，%s会怎么处理这种情绪？	为了工作争取相处融洽	多做事少说话	刻意躲开	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113297	如果遇见自己不喜欢的同事，但是每天都要一起共事，%s会怎么处理这种情绪？	刻意躲开	装作喜欢	公开表示不喜欢	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113298	假如和自己最要好的朋友同时看上一件物品，但是只剩1件，%s该怎么办？	石头、剪刀、布	让给好朋友	自己买	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113299	假如和自己最要好的朋友同时看上一件物品，但是只剩1件，%s该怎么办？	都不要	让给好朋友	自己买	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113300	%s喜欢怎样欣赏一部漫画大作?	原作漫画	文本小说	改编的动画	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113301	%s周末通常喜欢做什么?	逛街	看电影	玩游戏	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113302	%s偏好吃的东西是什么呢？	蔬菜	水果	肉肉	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113303	%s偏好吃的肉类是什么呢？	鱼肉	猪肉	鸭肉	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113304	%s通常一天会吃几顿饭呢？	3顿以下	3顿	3顿以上	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113305	%s一般喜欢哪种交通方式？	徒步和骑车	公交和地铁	打车	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113306	%s偏好哪种样式的房子呢？	繁华地段但是比较破旧的房子	偏远地方但是非常舒服的房子	是很贵的房子	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113307	%s会在什么样的情况下买房子呢？	房价飞涨的现在尽快买	等到自己有了足够的经济实力的时候	找到合适的房子才买	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113308	除了必须的生活需求，赚来的钱%s会用做什么呢？	享受吃的	享受穿的	存起来	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113309	%s买衣服的风格是哪种呢？	名牌的	有质感的	另类个性的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113310	%s买鞋子的风格是哪种呢？	名牌的	舒服的	漂亮的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113311	穿衣服的风格，%s是属于哪种呢？	搭配好看的	冬暖夏凉的	随性	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113312	%s喜欢怎么样的电视剧？	浪漫的爱情	写实的现代剧	古典的历史剧	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113313	%s最喜欢下面哪类电视剧呢？	韩剧	台湾偶像剧	大陆爱情剧	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113314	%s对于电视剧的挑选更侧重于哪方面？	演员	剧情	风格	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113315	%s觉得哪种恐怖因素更让人觉得恐怖呢？	心理上的恐惧	视觉上的恐惧	突然的惊吓	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113316	电影里讲述的故事会让%s有一种怎么样的感觉呢？	看看而已	和现实中的某些事情联系在一起	和自己的事情联系在一起	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113317	电视剧的结局%s希望是什么样子呢？	永远都是完美的	可以忍受悲剧的结尾	故事需要的最合适的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113318	%s更喜欢哪种类型的卡通片呢？	一个一个小的生活故事	讲述一个清晰的主线故事	琢磨不透的剧情片	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113319	%s更加偏好下列哪部漫画呢？	死神	死亡笔记	海贼王	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113320	%s喜欢哪个国度的漫画多一些呢？	日本	中国	美国	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113321	%s的生活用品的购买原则是什么捏？	精致类	实用类	看到什么就买什么	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113322	%s喜欢买什么样的手机呢？	耐用经折腾的	华丽炫酷的	最新出的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113323	%s最喜欢买什么样的汽车呢？	跑车	越野车	家用车	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113324	%s喜欢怎么样的工作呢？	自己喜欢的不在乎钱的多少	钱多的不在乎自己喜欢不喜欢	舒服安逸的不在乎是否喜欢	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113325	%s喜欢怎么样的居家环境呢？	环境优美的	朋友多的	交通方便的	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113326	%s喜欢怎么样看电影呢？	一个人静静的看	两个人一起看	很多人一起看	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113327	玩游戏到很关键的时候女性朋友打电话来，%s该怎么办呢？	等会打回去	放下游戏专心打电话	一边接电话一边玩	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113328	%s打电话过去，对方正很紧张的玩游戏，此时该怎么办呢？	一会再打给对方	别玩啦	^_^就不放电话，看对方怎么办	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113329	对方很喜欢玩的游戏而%s却没有兴趣，该怎么办呢？	纯粹陪对方一起玩	不玩	培养自己的兴趣	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113330	遇到自己不想做的事情，%s会怎么样呢？	推给别人	自己的事情自己做	找喜欢的人来帮助	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113331	对面把自己不喜欢做的事情推给自己时，%s的想法是什么呢？	帮对方解决困难，很开心	不开心，但是要做	不做，不喜欢	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113332	对方有困难的时候，%s会怎么办呢？	主动地去询问帮助	等待对方开口求助	自己的事情还是自己处理吧	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113333	%s在有困难的时候，会怎么办？	自己解决	找恋人帮助	找朋友帮助	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113334	生活总是会遇到很多意外的事情，%s在遇到意外事件通常都会怎样处理呢？	沉稳对待	逃避	视而不见	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113335	在公共场合看见一个偷别人包的小偷，此时%s会怎么做呢?	大步走过去，抓住小偷	视而不见，全当没看见	不关自己的事，绝对不管	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113336	假如有3个月的长假，%s最想去干什么呢？	和心爱的人一起去旅游	回家好好休息，陪陪父母	整天胡吃海喝	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113337	%s觉得自己的哪里最漂亮？	眼睛	嘴巴	没有不好看的地方	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113338	女孩最喜欢浪漫，下面哪种情景%s会觉得最浪漫呢？	男友手捧99朵玫瑰时	男友手拿戒指求婚时	男友微笑着说我爱你时	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113339	流言蜚语不可避免，%s在遇见这种事的时候会怎么处理？	避而远之，逃之夭夭	不管不顾，我行我素	小心翼翼，谨慎处理	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113340	对方有困难的时候，%s会怎么办呢？	主动的去询问帮助	等待对方开口求助	自己的事情还是自己处理吧	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113341	心情不好的时候冲对方发火，结果把对方也惹怒，此时%s会怎么办？	我心情不好，就要哄着我	道歉但是仍然心情不好	认识到自己不该心情不好	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113342	两个人一起吃东西的时候，%s通常都会？	自己喜欢吃的都吃掉	对方喜欢吃的都给对方吃	大家一半一半总是	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113343	对方由于工作原因总是工作到很晚，此时%s会怎么想？	很不开心，就知道工作	工作嘛，要支持的	心情不好的时候就会抱怨	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113344	%s对于对方的工作情况？	十分的了解	不是懂，但是知道在做什么	工作是什么跟我没有关系	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113345	%s希望对方对自己的工作?	十分的了解	不是懂，但是知道在做什么	工作是什么跟我没有关系	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113346	%s希望对方能够对自己的工作?	提供很大的实际帮助	提供精神上的支持	无所谓，自己的工作	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113347	%s你喜欢的投资方式是什么呢？	股票	债券	银行	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113348	%s觉得投资应该占用你工资多少的比例呢？	20%以上	10%左右	不投资	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113349	对于信用卡，%s的态度是什么呢？	从来不用	很喜欢用	尽量不用	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113350	对于贷款，%s的想法是什么样子的呢？	除非是买房这种迫不得已的事情，否则不会贷款	需要的时候就可以	完全不用	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
113351	%s对于现在的工作，是什么样的态度呢？	满意	非常不满	凑合	#	#	#	-1	-1	-1	-1	-1	-1	夫妻	7
