INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
31776	108	0	689	669	629	10036	10025	10602	499	599	23	66	15058	-1	-1	-1	-1	-1	-1	-1	-1	-1
31777	108	0	689	669	629	10036	10025	10602	499	599	23	66	15059	-1	-1	-1	-1	-1	-1	-1	-1	-1
31778	108	0	689	669	629	10036	10025	10602	499	599	23	66	15060	-1	-1	-1	-1	-1	-1	-1	-1	-1
31779	108	0	689	669	629	10036	10025	10602	499	599	23	66	15061	-1	-1	-1	-1	-1	-1	-1	-1	-1
31780	108	0	689	669	629	10036	10025	10602	499	599	23	66	15052	-1	-1	-1	-1	-1	-1	-1	-1	-1
31781	108	0	689	669	629	10036	10025	10602	499	599	23	66	15053	-1	-1	-1	-1	-1	-1	-1	-1	-1
31782	108	0	689	669	629	10036	10025	10602	499	599	23	66	15054	-1	-1	-1	-1	-1	-1	-1	-1	-1
31783	108	0	689	669	629	10036	10025	10602	499	599	23	66	15055	-1	-1	-1	-1	-1	-1	-1	-1	-1
31784	108	0	689	669	629	10036	10025	10602	499	599	23	66	15056	-1	-1	-1	-1	-1	-1	-1	-1	-1
31785	108	0	689	669	629	10036	10025	10602	499	599	23	66	15057	-1	-1	-1	-1	-1	-1	-1	-1	-1
31786	108	0	689	669	629	10036	10025	10602	499	599	23	66	15058	-1	-1	-1	-1	-1	-1	-1	-1	-1
31787	108	0	689	669	629	10036	10025	10602	499	599	23	66	15059	-1	-1	-1	-1	-1	-1	-1	-1	-1
31788	108	0	689	669	629	10036	10025	10602	499	599	23	66	15060	-1	-1	-1	-1	-1	-1	-1	-1	-1
31789	108	0	689	669	629	10036	10025	10602	499	599	23	66	15061	-1	-1	-1	-1	-1	-1	-1	-1	-1
31790	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31791	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31792	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31793	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31794	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31795	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31796	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31797	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31798	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31799	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31800	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31801	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31802	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31803	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31804	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31805	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31806	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31807	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31808	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31809	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31810	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31811	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31812	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31813	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31814	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31815	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31816	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31817	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31818	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31819	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31820	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31821	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31822	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31823	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31824	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31825	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31826	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31827	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31828	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31829	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31830	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31831	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31832	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31833	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31834	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31835	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31836	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31837	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31838	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31839	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31840	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31841	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31842	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31843	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31844	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31845	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31846	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31847	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31848	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31849	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31850	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31851	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31852	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31853	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31854	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31855	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31856	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31857	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31858	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31859	10	1	792	812	822	1872	1451	11300	2012	15043	11289	15064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31860	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31861	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31862	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31863	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31864	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31865	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31866	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31867	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31868	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31869	108	0	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31870	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31871	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31872	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31873	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31874	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31875	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31876	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31877	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31878	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31879	436	1	689	669	629	10036	10025	1451	499	599	66	78	312	-1	-1	-1	-1	-1	-1	-1	-1	-1
31880	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31881	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31882	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31883	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31884	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31885	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31886	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31887	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31888	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31889	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31890	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31891	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31892	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31893	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31894	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31895	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31896	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31897	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31898	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31899	0	0	680	660	620	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32390	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32391	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32392	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32393	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32394	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32395	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32396	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32397	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32398	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32399	10	1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32490	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32491	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32492	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32493	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32494	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32495	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32496	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32497	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32498	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32499	436	1	717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32510	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32511	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32512	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32513	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32514	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32515	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32516	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32517	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32518	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32519	436	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32520	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32521	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32522	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32523	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32524	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32525	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32526	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32527	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32528	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32529	436	1	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32530	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32531	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32532	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32533	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32534	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32535	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32536	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32537	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32538	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32539	10	1	792	812	822	823	1451	9117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33500	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33501	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33502	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33503	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33504	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33505	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33506	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33507	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33508	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33509	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33510	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33511	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33512	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33513	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33514	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33515	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33516	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33517	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33518	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33519	436	1	689	639	499	599	1376	1386	1396	1697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33520	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33521	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33522	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33523	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33524	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33525	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33526	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33527	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33528	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33529	436	1	689	669	629	10036	10025	10602	499	599	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33530	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33531	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33532	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33533	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33534	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33535	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33536	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33537	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33538	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33539	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33540	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33541	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33542	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33543	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33544	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33545	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33546	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33547	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33548	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33549	0	0	680	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33640	108	0	10025	499	599	66	78	10602	10036	629	669	689	1673	2023	2045	2067	15015	-1	-1	-1	-1	-1
