INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10442868	1	4	42	868	3	314	1	-1	-1	王翦之圣目护腕	78	王翦之圣目护腕	1955	7820	210	3	3	-1	-1	Cuff3_12	护腕	1827	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	15	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	2001	0
10442869	1	4	42	869	3	314	1	-1	-1	王翦之圣目护腕	79	王翦之圣目护腕	2000	8000	211	3	3	-1	-1	Cuff3_12	护腕	1827	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	12	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	125	-1	-1	-1	2001	0
10442870	1	4	42	870	3	314	1	-1	-1	王翦之圣目护腕	80	王翦之圣目护腕	2170	8680	212	3	3	-1	-1	Cuff3_12	护腕	1827	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	12	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	127	-1	-1	-1	2001	0
10442871	1	4	42	871	3	324	1	-1	-1	卫青之圣目护腕	71	卫青之圣目护腕	1640	6560	201	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	-1	112	-1	-1	-1	2001	0
10442872	1	4	42	872	3	324	1	-1	-1	卫青之圣目护腕	72	卫青之圣目护腕	1685	6740	202	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	11	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	-1	114	-1	-1	-1	2001	0
10442873	1	4	42	873	3	324	1	-1	-1	卫青之圣目护腕	73	卫青之圣目护腕	1730	6920	204	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	7	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	2001	0
10442874	1	4	42	874	3	324	1	-1	-1	卫青之圣目护腕	74	卫青之圣目护腕	1775	7100	205	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	7	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	-1	117	-1	-1	-1	2001	0
10442875	1	4	42	875	3	324	1	-1	-1	卫青之圣目护腕	75	卫青之圣目护腕	1820	7280	206	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	12	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	119	-1	119	-1	-1	-1	2001	0
10442876	1	4	42	876	3	324	1	-1	-1	卫青之圣目护腕	76	卫青之圣目护腕	1865	7460	207	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	12	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	2001	0
10442877	1	4	42	877	3	324	1	-1	-1	卫青之圣目护腕	77	卫青之圣目护腕	1910	7640	209	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	122	-1	122	-1	-1	-1	2001	0
10442878	1	4	42	878	3	324	1	-1	-1	卫青之圣目护腕	78	卫青之圣目护腕	1955	7820	210	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	2001	0
10442879	1	4	42	879	3	324	1	-1	-1	卫青之圣目护腕	79	卫青之圣目护腕	2000	8000	211	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	12	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	125	-1	-1	-1	2001	0
10442880	1	4	42	880	3	324	1	-1	-1	卫青之圣目护腕	80	卫青之圣目护腕	2170	8680	212	3	3	-1	-1	Cuff3_12	护腕	1828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	10	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	127	-1	-1	-1	2001	0
10442881	1	4	42	881	3	325	1	-1	-1	白起之圣目护腕	71	白起之圣目护腕	1640	6560	201	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	-1	112	-1	-1	-1	2001	0
10442882	1	4	42	882	3	325	1	-1	-1	白起之圣目护腕	72	白起之圣目护腕	1685	6740	202	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	-1	114	-1	-1	-1	2001	0
10442883	1	4	42	883	3	325	1	-1	-1	白起之圣目护腕	73	白起之圣目护腕	1730	6920	204	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	10	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	2001	0
10442884	1	4	42	884	3	325	1	-1	-1	白起之圣目护腕	74	白起之圣目护腕	1775	7100	205	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	11	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	-1	117	-1	-1	-1	2001	0
10442885	1	4	42	885	3	325	1	-1	-1	白起之圣目护腕	75	白起之圣目护腕	1820	7280	206	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	7	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	119	-1	119	-1	-1	-1	2001	0
10442886	1	4	42	886	3	325	1	-1	-1	白起之圣目护腕	76	白起之圣目护腕	1865	7460	207	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	7	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	2001	0
10442887	1	4	42	887	3	325	1	-1	-1	白起之圣目护腕	77	白起之圣目护腕	1910	7640	209	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	10	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	122	-1	122	-1	-1	-1	2001	0
10442888	1	4	42	888	3	325	1	-1	-1	白起之圣目护腕	78	白起之圣目护腕	1955	7820	210	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	11	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	2001	0
10442889	1	4	42	889	3	325	1	-1	-1	白起之圣目护腕	79	白起之圣目护腕	2000	8000	211	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	12	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	125	-1	-1	-1	2001	0
10442890	1	4	42	890	3	325	1	-1	-1	白起之圣目护腕	80	白起之圣目护腕	2170	8680	212	3	3	-1	-1	Cuff3_9	护腕	1829	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	11	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	127	-1	-1	-1	2001	0
10442891	1	4	42	891	3	319	1	-1	-1	李靖之圣目护腕	71	李靖之圣目护腕	1640	6560	201	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	12	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	-1	112	-1	-1	-1	2001	0
10442892	1	4	42	892	3	319	1	-1	-1	李靖之圣目护腕	72	李靖之圣目护腕	1685	6740	202	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	11	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	-1	114	-1	-1	-1	2001	0
10442893	1	4	42	893	3	319	1	-1	-1	李靖之圣目护腕	73	李靖之圣目护腕	1730	6920	204	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	11	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	2001	0
10442894	1	4	42	894	3	319	1	-1	-1	李靖之圣目护腕	74	李靖之圣目护腕	1775	7100	205	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	10	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	-1	117	-1	-1	-1	2001	0
10442895	1	4	42	895	3	319	1	-1	-1	李靖之圣目护腕	75	李靖之圣目护腕	1820	7280	206	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	10	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	119	-1	119	-1	-1	-1	2001	0
10442896	1	4	42	896	3	319	1	-1	-1	李靖之圣目护腕	76	李靖之圣目护腕	1865	7460	207	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	7	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	2001	0
10442897	1	4	42	897	3	319	1	-1	-1	李靖之圣目护腕	77	李靖之圣目护腕	1910	7640	209	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	12	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	122	-1	122	-1	-1	-1	2001	0
10442898	1	4	42	898	3	319	1	-1	-1	李靖之圣目护腕	78	李靖之圣目护腕	1955	7820	210	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	15	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	2001	0
10442899	1	4	42	899	3	319	1	-1	-1	李靖之圣目护腕	79	李靖之圣目护腕	2000	8000	211	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	12	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	125	-1	-1	-1	2001	0
10442900	1	4	42	900	3	319	1	-1	-1	李靖之圣目护腕	80	李靖之圣目护腕	2170	8680	212	3	3	-1	-1	Cuff3_11	护腕	1830	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	12	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	127	-1	-1	-1	2001	0
10442901	1	4	42	901	3	381	1	-1	-1	勇士之灵动天腕	81	勇士之灵动天腕	2240	8960	214	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	127	-1	-1	-1	2001	0
10442902	1	4	42	902	3	381	1	-1	-1	勇士之灵动天腕	82	勇士之灵动天腕	2310	9240	215	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	129	-1	129	-1	-1	-1	2001	0
10442903	1	4	42	903	3	381	1	-1	-1	勇士之灵动天腕	83	勇士之灵动天腕	2380	9520	216	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	131	-1	-1	-1	2001	0
10442904	1	4	42	904	3	381	1	-1	-1	勇士之灵动天腕	84	勇士之灵动天腕	2450	9800	217	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	132	-1	-1	-1	2001	0
10442905	1	4	42	905	3	381	1	-1	-1	勇士之灵动天腕	85	勇士之灵动天腕	2520	10080	219	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	134	-1	134	-1	-1	-1	2001	0
10442906	1	4	42	906	3	381	1	-1	-1	勇士之灵动天腕	86	勇士之灵动天腕	2590	10360	220	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10442907	1	4	42	907	3	381	1	-1	-1	勇士之灵动天腕	87	勇士之灵动天腕	2660	10640	221	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10442908	1	4	42	908	3	381	1	-1	-1	勇士之灵动天腕	88	勇士之灵动天腕	2730	10920	222	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	-1	139	-1	-1	-1	2001	0
10442909	1	4	42	909	3	381	1	-1	-1	勇士之灵动天腕	89	勇士之灵动天腕	2800	11200	224	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10442910	1	4	42	910	3	381	1	-1	-1	勇士之灵动天腕	90	勇士之灵动天腕	3080	12320	225	3	3	-1	-1	Cuff4_3	护腕	1831	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10442911	1	4	42	911	3	426	1	-1	-1	谋士之灵动天腕	81	谋士之灵动天腕	2240	8960	214	3	3	-1	-1	Cuff4_4	护腕	1832	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	127	-1	-1	-1	2001	0
10442912	1	4	42	912	3	426	1	-1	-1	谋士之灵动天腕	82	谋士之灵动天腕	2310	9240	215	3	3	-1	-1	Cuff4_4	护腕	1832	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	129	-1	129	-1	-1	-1	2001	0
10442913	1	4	42	913	3	426	1	-1	-1	谋士之灵动天腕	83	谋士之灵动天腕	2380	9520	216	3	3	-1	-1	Cuff4_4	护腕	1832	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	131	-1	-1	-1	2001	0
10442914	1	4	42	914	3	426	1	-1	-1	谋士之灵动天腕	84	谋士之灵动天腕	2450	9800	217	3	3	-1	-1	Cuff4_4	护腕	1832	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	132	-1	-1	-1	2001	0
10442915	1	4	42	915	3	426	1	-1	-1	谋士之灵动天腕	85	谋士之灵动天腕	2520	10080	219	3	3	-1	-1	Cuff4_4	护腕	1832	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	134	-1	134	-1	-1	-1	2001	0
