INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30503064	3	5	3	64	PetMedicine_3	灵兽丹·虚（4级）	可以在#G洛阳（182，157）#R珍兽店老板云渺渺#W处升级珍兽技能：#G冰罡（3级）#W，#G火罡（3级）#W，#G毒罡（3级）#W，#G玄罡（3级）#W。#r#G元宝交易类道具只能在洛阳（205，172）钱庄内摆摊出售。	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	4	0	2005	-1	1
30503065	3	5	3	65	PetMedicine_3	灵兽丹·虚（5级）	可以在#G洛阳（182，157）#R珍兽店老板云渺渺#W处升级珍兽技能：#G冰罡（4级）#W，#G火罡（4级）#W，#G毒罡（4级）#W，#G玄罡（4级）#W。#r#G元宝交易类道具只能在洛阳（205，172）钱庄内摆摊出售。	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	5	0	2005	-1	1
30503066	3	5	3	66	PetMedicine_3	灵兽丹·虚（6级）	可以在#G洛阳（182，157）#R珍兽店老板云渺渺#W处升级珍兽技能：#G冰罡（5级）#W，#G火罡（5级）#W，#G毒罡（5级）#W，#G玄罡（5级）#W。#r#G元宝交易类道具只能在洛阳（205，172）钱庄内摆摊出售。	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	6	0	2005	-1	1
30503067	3	5	3	67	PetMedicine_3	灵兽丹·虚（7级）	可以在#G洛阳（182，157）#R珍兽店老板云渺渺#W处升级珍兽技能：#G冰罡（6级）#W，#G火罡（6级）#W，#G毒罡（6级）#W，#G玄罡（6级）#W。#r#G元宝交易类道具只能在洛阳（205，172）钱庄内摆摊出售。	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	7	0	2005	-1	1
30503068	3	5	3	68	PetMedicine_3	灵兽丹·虚（8级）	可以在#G洛阳（182，157）#R珍兽店老板云渺渺#W处升级珍兽技能：#G冰罡（7级）#W，#G火罡（7级）#W，#G毒罡（7级）#W，#G玄罡（7级）#W。#r#G元宝交易类道具只能在洛阳（205，172）钱庄内摆摊出售。	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	8	0	2005	-1	1
30503069	3	5	3	69	PetMedicine_3	灵兽丹·虚（9级）	可以在#G洛阳（182，157）#R珍兽店老板云渺渺#W处升级珍兽技能：#G冰罡（8级）#W，#G火罡（8级）#W，#G毒罡（8级）#W，#G玄罡（8级）#W。#r#G元宝交易类道具只能在洛阳（205，172）钱庄内摆摊出售。	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	9	0	2005	-1	1
30503070	3	5	3	70	PetMedicine_6	灵兽丹·气（1级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	1	0	2005	-1	1
30503071	3	5	3	71	PetMedicine_6	灵兽丹·气（2级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	2	0	2005	-1	1
30503072	3	5	3	72	PetMedicine_6	灵兽丹·气（3级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	3	0	2005	-1	1
30503073	3	5	3	73	PetMedicine_6	灵兽丹·气（4级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	4	0	2005	-1	1
30503074	3	5	3	74	PetMedicine_6	灵兽丹·气（5级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	5	0	2005	-1	1
30503075	3	5	3	75	PetMedicine_6	灵兽丹·气（6级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	6	0	2005	-1	1
30503076	3	5	3	76	PetMedicine_6	灵兽丹·气（7级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	7	0	2005	-1	1
30503077	3	5	3	77	PetMedicine_6	灵兽丹·气（8级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	8	0	2005	-1	1
30503078	3	5	3	78	PetMedicine_6	灵兽丹·气（9级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	9	0	2005	-1	1
30503079	3	5	3	79	PetMedicine_5	灵兽丹·韧（1级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	1	0	2005	-1	1
30503080	3	5	3	80	PetMedicine_5	灵兽丹·韧（2级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	2	0	2005	-1	1
30503081	3	5	3	81	PetMedicine_5	灵兽丹·韧（3级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	3	0	2005	-1	1
30503082	3	5	3	82	PetMedicine_5	灵兽丹·韧（4级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	4	0	2005	-1	1
30503083	3	5	3	83	PetMedicine_5	灵兽丹·韧（5级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	5	0	2005	-1	1
30503084	3	5	3	84	PetMedicine_5	灵兽丹·韧（6级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	6	0	2005	-1	1
30503085	3	5	3	85	PetMedicine_5	灵兽丹·韧（7级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	7	0	2005	-1	1
30503086	3	5	3	86	PetMedicine_5	灵兽丹·韧（8级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	8	0	2005	-1	1
30503087	3	5	3	87	PetMedicine_5	灵兽丹·韧（9级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	9	0	2005	-1	1
30503088	3	5	3	88	PetMedicine_8	灵兽丹·惑（1级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	1	0	2005	-1	1
30503089	3	5	3	89	PetMedicine_8	灵兽丹·惑（2级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	2	0	2005	-1	1
30503090	3	5	3	90	PetMedicine_8	灵兽丹·惑（3级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	3	0	2005	-1	1
30503091	3	5	3	91	PetMedicine_8	灵兽丹·惑（4级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	4	0	2005	-1	1
30503092	3	5	3	92	PetMedicine_8	灵兽丹·惑（5级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	5	0	2005	-1	1
30503093	3	5	3	93	PetMedicine_8	灵兽丹·惑（6级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	6	0	2005	-1	1
30503094	3	5	3	94	PetMedicine_8	灵兽丹·惑（7级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	7	0	2005	-1	1
30503095	3	5	3	95	PetMedicine_8	灵兽丹·惑（8级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	8	0	2005	-1	1
30503096	3	5	3	96	PetMedicine_8	灵兽丹·惑（9级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	9	0	2005	-1	1
30503097	3	5	3	97	PetMedicine_7	灵兽丹·木（1级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	1	0	2005	-1	1
30503098	3	5	3	98	PetMedicine_7	灵兽丹·木（2级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	2	0	2005	-1	1
30503099	3	5	3	99	PetMedicine_7	灵兽丹·木（3级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	3	0	2005	-1	1
30503100	3	5	3	100	PetMedicine_7	灵兽丹·木（4级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	4	0	2005	-1	1
30503101	3	5	3	101	PetMedicine_7	灵兽丹·木（5级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	5	0	2005	-1	1
30503102	3	5	3	102	PetMedicine_7	灵兽丹·木（6级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	6	0	2005	-1	1
30503103	3	5	3	103	PetMedicine_7	灵兽丹·木（7级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	7	0	2005	-1	1
30503104	3	5	3	104	PetMedicine_7	灵兽丹·木（8级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	8	0	2005	-1	1
30503105	3	5	3	105	PetMedicine_7	灵兽丹·木（9级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	9	0	2005	-1	1
30503106	3	5	3	106	PetMedicine_4	灵兽丹·辰（1级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	1	0	2005	-1	1
30503107	3	5	3	107	PetMedicine_4	灵兽丹·辰（2级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	2	0	2005	-1	1
30503108	3	5	3	108	PetMedicine_4	灵兽丹·辰（3级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	3	0	2005	-1	1
30503109	3	5	3	109	PetMedicine_4	灵兽丹·辰（4级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	4	0	2005	-1	1
30503110	3	5	3	110	PetMedicine_4	灵兽丹·辰（5级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	5	0	2005	-1	1
30503111	3	5	3	111	PetMedicine_4	灵兽丹·辰（6级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	6	0	2005	-1	1
30503112	3	5	3	112	PetMedicine_4	灵兽丹·辰（7级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	7	0	2005	-1	1
30503113	3	5	3	113	PetMedicine_4	灵兽丹·辰（8级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	8	0	2005	-1	1
30503114	3	5	3	114	PetMedicine_4	灵兽丹·辰（9级）	暂未使用	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊材料	9	0	2005	-1	1
30503115	3	5	1	115	FabaoDaoju_3	神亦石	可在#G洛阳（112，202）#R燕青#W处使用#G神亦石#W重洗暗器的原始属性。每次可以选择降低一点某项原始属性，#G随机提升#W一点其他原始属性。每个暗器重洗的次数有上限，暗器修炼等级提升可以增加可重洗次数。	1	4	1	4	100	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
30503116	3	5	1	116	FabaoDaoju_1	小明目丹	使用后能够让暗器获得的经验在#G1小时#W内提升#G1.5倍#W。#r#G如果人物处于多倍经验的时间内，那么暗器获得的经验也会在1.5倍的基础上再翻倍。	1	4	1	1	1	332207	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30503117	3	5	1	117	FabaoDaoju_5	大明目丹	使用后能够让暗器获得的经验在#G1小时#W内提升#G2倍#W。#r#G如果人物处于多倍经验的时间内，那么暗器获得的经验也会在2倍的基础上再翻倍。	1	4	1	1	1	332207	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30503118	3	5	1	118	FabaoDaoju_2	忘无石	可在#G洛阳（112，202）#R燕青#W处使用，使用后可以随机改变暗器领悟到的技能。	1	4	1	4	10	-1	-1	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30503119	3	5	1	119	FabaoDaoju_6	百淬神玉	可在#G洛阳（112，202）#R燕青#W处重洗暗器品阶。	1	4	1	4	10	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
30503120	3	5	1	120	FabaoDaoju_4	千淬神玉	可在#G洛阳（112，202）#R燕青#W处重洗暗器品阶，有较高几率使暗器获得高品阶。	1	4	1	4	10	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
30503121	3	5	1	121	FabaoDaoju_7	浴火石	让暗器可如火凤一般浴火重生。可在#G洛阳（112，202）#R燕青#W处将暗器修炼等级洗回到#G1级#W。	1	4	1	31	1	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
30504001	3	5	4	1	taiwanzhuanyong_1	珍兽宝囊	传说宝囊中藏有让宠物宝宝头好壮壮、身怀绝技的好东西。	1	4	1	5	1	889000	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504002	3	5	4	2	taiwanzhuanyong_4	锻武宝盒	宝盒中装着闪耀光芒的珍贵宝石，是锻武者眼中的珍宝	1	4	1	5	1	889001	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504003	3	5	4	3	taiwanzhuanyong_3	炼装宝盒	宝盒中装着闪耀光芒的珍贵宝石，是炼装者眼中的珍宝	1	4	1	5	1	889002	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504004	3	5	4	4	taiwanzhuanyong_2	天赐良缘福袋	装满甜蜜祝福的袋子，祝天下有情人终成眷属	1	4	1	5	1	889003	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504005	3	5	4	5	RideHeader2_7	龙王神力	GM专用道具	1	4	1	3	1	335800	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504006	3	5	4	6	taiwanzhuanyong_5	百宝盒	仙人传授的宝盒，可以随机开出5格至10格的行囊或格箱。	1	4	1	5	1	889004	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504007	3	5	4	7	taiwanzhuanyong_6	珠石宝盒	带有七彩光泽的宝盒，可随机开出3、4、5、6级珍贵宝石外，还有难得一见的坐骑玄龟与宠物蝴蝶。	1	4	1	5	1	889005	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504008	3	5	4	8	TWzhuandanzhuanyong_4	少林宝衣锦囊	丝绸制成的囊袋，里头装着少林派的珍贵宝衣。	1	4	1	5	1	889006	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504009	3	5	4	9	TWzhuandanzhuanyong_5	天龙宝衣锦囊	丝绸制成的囊袋，里头装着天龙派的珍贵宝衣。	1	4	1	5	1	889007	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504010	3	5	4	10	TWzhuandanzhuanyong_1	峨嵋宝衣锦囊	丝绸制成的囊袋，里头装着峨嵋派的珍贵宝衣。	1	4	1	5	1	889008	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504011	3	5	4	11	TWzhuandanzhuanyong_7	武当宝衣锦囊	丝绸制成的囊袋，里头装着武当派的珍贵宝衣。	1	4	1	5	1	889009	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504012	3	5	4	12	TWzhuandanzhuanyong_8	逍遥宝衣锦囊	丝绸制成的囊袋，里头装着逍遥派的珍贵宝衣。	1	4	1	5	1	889010	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504013	3	5	4	13	TWzhuandanzhuanyong_6	天山宝衣锦囊	丝绸制成的囊袋，里头装着天山派的珍贵宝衣。	1	4	1	5	1	889011	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504014	3	5	4	14	TWzhuandanzhuanyong_3	明教宝衣锦囊	丝绸制成的囊袋，里头装着明教派的珍贵宝衣。	1	4	1	5	1	889012	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504015	3	5	4	15	TWzhuandanzhuanyong_2	丐帮宝衣锦囊	丝绸制成的囊袋，里头装着丐帮派的珍贵宝衣。	1	4	1	5	1	889013	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504016	3	5	4	16	TWzhuandanzhuanyong_9	星宿宝衣锦囊	丝绸制成的囊袋，里头装着星宿派的珍贵宝衣。	1	4	1	5	1	889014	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504017	3	5	4	17	TWzhuandanzhuanyong_10	好运礼盒	装满各种惊奇物品的礼盒，打开它将给你带来超级好运气！	1	4	1	5	1	889015	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504018	3	5	4	18	TWzhuandanzhuanyong_11	雪白水晶球	装满软绵白雪的水晶球，藏有各种珍贵的圣诞物品，神秘的新莽神符、替身傀儡被埋在球中最深处。	1	4	1	5	1	889016	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504019	3	5	4	19	Bag2_12	兽栏宝盒	传说中的大礼包，开启后100%获得1—4级兽栏。可使用#G1次#W。#r#c00FF00（右键点击开启）	1	4	1	5	1	889017	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504020	3	5	4	20	Charm6_15	圣诞大礼包	圣诞大礼包，开启后100%获得圣诞坐骑：雪橇、骑术：雪橇、激情圣诞时装、85级熊猫宠物蛋。可使用#G1次#W。#r#c00FF00（右键点击开启，道具栏至少有3个空格）	1	4	1	5	1	889018	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504021	3	5	4	21	CircularTaskTool7_4	年兽碎片	年兽身上掉落的奇怪物品，洛阳镖师贾威信好像很需要它。	1	4	1	4	100	-1	-1	0	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
30504022	3	5	4	22	CircularTaskTool7_4	年兽碎片	年兽身上掉落的奇怪物品，洛阳镖师贾威信好像很需要它。	1	4	1	30	100	-1	-1	0	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
30504023	3	5	4	23	CircularTaskTool7_3	年兽拼图	此物由多个年兽碎片组合而成，可以在洛阳镖师贾威信处兑换年兽坐骑。	1	4	1	4	20	-1	-1	0	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
30504024	3	5	4	24	CircularTaskTool7_3	年兽拼图	此物由多个年兽碎片组合而成，可以在洛阳镖师贾威信处兑换年兽坐骑。	1	4	1	30	20	-1	-1	0	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
30504025	3	5	4	25	TWzhuandanzhuanyong_12	神秘彩袜	用最好丝线缝制的彩色袜，高达6级的宝石、极品坐骑雪橇，都有可能出现在袜中，白色耶诞最神秘的献礼。#r#c00FF00（右键点击使用）	1	4	1	5	1	889019	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504026	3	5	4	26	Charm4_4	心跳回忆录	无名氏写的一本言情小说，作者以主人公的身份回忆一段江湖混混和名门女侠之间剪不断理还乱的情感纠葛，当下十分流行。将此书交给#R洛阳城#G喜来乐#W，他可以帮你重温婚礼。	10	4	1	4	20	-1	-1	0	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
30504027	3	5	4	27	TaskTools6_8	超级大力卡	携带本卡可在#G大理（158，164）#W的财富大使都大爽处启动“超级大力卡”功能并领取奖励。	1	4	1	20	1	-1	-1	1	-1	-1	-1	-1	特殊道具	10	0	2005	-1	0
30504028	3	5	4	28	GemSP_1	宝石碎片(1级)	收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（1级）#W。	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	特殊物品	1	0	2005	-1	1
30504029	3	5	4	29	GemSP_2	宝石碎片(2级)	收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（2级）#W。	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	特殊物品	2	0	2005	-1	1
30504030	3	5	4	30	GemSP_3	宝石碎片(3级)	收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（3级）#W。	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	特殊物品	3	0	2005	-1	1
30504031	3	5	4	31	GemSP_4	宝石碎片(4级)	收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（4级）#W。	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	特殊物品	4	0	2005	-1	1
30504032	3	5	4	32	GemSP_5	宝石碎片(5级)	收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（5级）#W。	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	特殊物品	5	0	2005	-1	1
30504033	3	5	4	33	GemSP_6	宝石碎片(6级)	收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（6级）#W。	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	特殊物品	6	0	2005	-1	1
30504034	3	5	4	34	GemSP_7	宝石碎片(7级)	收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（7级）#W。	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	特殊物品	7	0	2005	-1	1
30504035	3	5	4	35	GemSP_8	宝石碎片(8级)	收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（8级）#W。	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	特殊物品	8	0	2005	-1	1
30504036	3	5	4	36	GemSP_9	宝石碎片(9级)	收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（9级）#W。	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	特殊物品	9	0	2005	-1	1
30504037	3	5	4	37	MenpaiLiveSkill2_2	斩妖剑	专门用来对付#R年兽#W的神剑，可对#R年兽#W造成巨大伤害，且每造成一次伤害使用者都会获得丰厚的经验奖励。#r#c00FF00（注意：右键点击使用，只对年兽有效）	10	4	1	10	120	335808	1070	1	-1	-1	-1	10	特殊道具	1	0	2005	-1	1
30504038	3	5	4	38	Cloth4_6	低级根骨丹	当珍兽悟性为#G0，1，2#W时，可以使用#R低级根骨丹#W来提升悟性。	10	4	1	10	50	-1	-1	0	-1	-1	-1	-1	杂物	1	0	2005	-1	0
30504039	3	5	4	39	CommonLiveSkill2_5	全真行功要诀	在寒玉谷使用可获得古墓行功要诀两倍的功力增长幅度。#r#c00FF00（右键点击使用）	30	4	1	10	80	300067	78	1	-1	-1	-1	4	特殊道具	2	0	2005	-1	1
30504040	3	5	4	40	Gem9_3_1	虎眼石精华(4级)	使用后可以增加自身外功攻击#G738点#W，持续#G48小时#W。#r#G该效果在人物死亡后仍可存在，离线仍然计时。#r#W每次使用都可以得到一个#Y宝石碎片（4级）#W，收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（4级）#W。#r#c00FF00（右键点击即可使用）	10	4	1	10	90	332206	78	1	-1	-1	-1	4	特殊物品	4	0	2005	-1	1
30504041	3	5	4	41	Gem9_3_8	猫眼石精华(4级)	使用后可以增加自身内功攻击#G738点#W，持续#G48小时#W。#r#G该效果在人物死亡后仍可存在，离线仍然计时。#r#W每次使用都可以得到一个#Y宝石碎片（4级）#W，收集到#G72#W个之后可以在#G洛阳（194，180）#R诸葛孔亮#W处兑换一颗#Y宝石（4级）#W。#r#c00FF00（右键点击即可使用）	10	4	1	10	90	332206	78	1	-1	-1	-1	4	特殊物品	4	0	2005	-1	1
30504042	3	5	4	42	Charm6_10	迎春礼物包	看上去都会让人怦然心动的高级礼物包，无数强力气息从中散发出来“高级宠物、高级宠物技能书、巨人：黄巾力士，雪橇、神秘灵药、快速获得经验道具：斩妖剑”。#r#c00FF00（右键点击使用）	1	4	1	5	1	889021	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504043	3	5	4	43	TWzhuandanzhuanyong_14	黄金礼盒	纯金的高档礼盒，无数金光透了出来，隐隐见到了“金刚锉、天罡强化露、高级宠物、极品服装、坐骑：天马，雪羽，冥羽”等物品似要跃出。#r#c00FF00（右键点击使用）	1	4	1	5	1	889022	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504044	3	5	4	44	TWzhuandanzhuanyong_15	白金礼盒	美丽的礼盒好像璀璨的星空，无数光芒在眼前组成了影像“高级宠物、巨人：黄巾力士，雪橇，雪羽，冥羽及靓丽的服装”好似随时都可成真。#r#c00FF00（右键点击使用）	1	4	1	5	1	889023	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504045	3	5	4	45	Charm6_10	迎春甜蜜袋	看着袋子，心里不由得感到幸福甜蜜，彩虹样的光芒依次闪过，组成了“各种高级技能书、坐骑：雪橇、潘神、宠物蛋：熊猫、高级还童丹：鸳鸯、服装：清风怡江、4-6级宝石精华”的样子#r#c00FF00（右键点击使用）	1	4	1	5	1	889026	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504046	3	5	4	46	haiwai1_1	夫妻行功要诀	作者：无名氏夫妇。#r使用：指导夫妻在千年寒玉床上运气修炼#r#c00FF00（右键点击使用）	30	4	1	6	40	889024	78	1	-1	-1	-1	4	特殊道具	2	0	2005	-1	1
30504047	3	5	4	47	taiwanzhuanyong_7	七色神秘彩袜	散发着七色光芒的神秘彩袜，高达6级的宝石，黄金礼盒、白金礼盒，兽栏宝盒，坐骑：雪橇，高级宠物蛋：小狐仙、穷奇，都可能出现在袜中，最贴心的高级礼物包。#r#c00FF00（右键点击使用）	1	4	1	5	1	889025	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504048	3	5	4	48	Chrismas_8	鸳鸯如意蛋	只慕鸳鸯不慕仙，轻声细语诉衷肠，魂牵梦绕是情缘，爱意绵绵情正浓。#r开启后100%获得“高级还童丹：鸳鸯、清风怡江（30天）、双人骑乘：潘神（30天）。”#r#c00FF00（右键点击开启，道具栏至少有2个空格）	1	4	1	5	1	889027	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504049	3	5	4	49	Charm4_13	神仙眷侣盒	双宿双飞比翼鸟，生生世世如影随。情到深处意更浓，天长地久无尽时。#r开启后100%获得“2个高级还童丹：鸳鸯、2件清风怡江（30天）、1个双人骑乘：潘神（30天）、11本夫妻行功要诀。”#r#c00FF00（右键点击开启，道具栏至少有5个空格）	1	4	1	5	1	889028	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504050	3	5	4	50	PeiFang_6	骑术:潘神	使用可学会驾驭潘神的骑术。#r#c00FF00（右键点击即可学习）	1	60000	1	9	1	713501	55	1	38	1	-1	4	骑术	3	1082	2005	-1	0
30504051	3	5	4	51	taiwanzhuanyong_8	缤纷礼盒	光彩夺目的缤纷礼盒，#Y高达6级的精华#W，#Y潘神#W，#Y999朵玫瑰#W，#Y宠物蛋：鸳鸯#W，#Y高级技能书#W，都可能出现在盒中，最亮眼的高级礼物盒。#r#c00FF00（右键点击使用）	1	4	1	5	1	889030	78	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30504052	3	5	4	52	taiwanzhuanyong_10	愚人乐透卡	#c33ff99（有效期2天）#r#W参加“愚人节抽奖活动”的凭证，前往#G龚彩云大理（170，122）#W 处进行抽奖。#r#c00FF00（注意：每天只能参加1次抽奖，请把握机会！）	10	4	1	25	1	-1	-1	1	-1	-1	-1	-1	特殊物品	10	0	2005	-1	0
30504053	3	5	4	53	taiwanzhuanyong_11	变身魔棒	神奇的魔棒，可以让您改变外形。每次使用的效果可能不同哦。#r#c00FF00（右键点击即可使用，变身后右键点击Buff可取消变身效果。）	10	4	1	5	20	889032	78	1	-1	-1	-1	4	特殊物品	4	0	2005	-1	0
