INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
39465	巴天石	0	160	0	0	10	0	-1	9	40	3	0.1	-1	1	22241	8357	44483	8357	345088	20220	0	0	12952	1233	55	55	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	169	0	18791	8826	37583	8826	364441	1	15	10	1	0	2	7	0	0	0
39466	巴天石	0	170	0	0	10	0	-1	9	40	3	0.1	-1	1	23628	8878	47255	8878	366592	21480	0	0	13759	1310	58	58	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	179	0	19900	9347	39800	9347	385945	1	15	10	1	0	2	7	0	0	0
39467	巴天石	0	180	0	0	10	0	-1	9	40	3	0.1	-1	1	25013	9399	50027	9399	388096	22740	0	0	14565	1387	61	61	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	189	0	21009	9867	42018	9867	407449	1	15	10	1	0	2	7	0	0	0
39468	巴天石	0	190	0	0	10	0	-1	9	40	3	0.1	-1	1	26399	9919	52799	9919	409600	24000	0	0	15371	1464	65	65	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	199	0	22117	10388	44235	10388	428953	1	15	10	1	0	2	7	0	0	0
39469	巴天石	0	200	0	0	10	0	-1	9	40	3	0.1	-1	1	27785	10440	55571	10440	431104	25260	0	0	16178	1540	68	68	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	209	0	22228	10440	44457	10440	431104	1	15	10	1	0	2	7	0	0	0
39470	范骅	0	110	0	0	10	0	-1	9	40	3	0.1	-1	1	15312	5753	30624	5753	237568	13920	0	0	8920	849	39	39	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	119	0	13247	6222	26495	6222	256921	1	15	10	1	0	2	7	0	0	0
39471	范骅	0	120	0	0	10	0	-1	9	40	3	0.1	-1	1	16698	6274	33396	6274	259072	15180	0	0	9727	926	42	42	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	129	0	14356	6743	28712	6743	278425	1	15	10	1	0	2	7	0	0	0
39472	范骅	0	130	0	0	10	0	-1	9	40	3	0.1	-1	1	18084	6795	36168	6795	280576	16440	0	0	10533	1003	45	45	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	139	0	15465	7263	30930	7263	299929	1	15	10	1	0	2	7	0	0	0
39473	范骅	0	140	0	0	10	0	-1	9	40	3	0.1	-1	1	19470	7316	38940	7316	302080	17700	0	0	11340	1080	49	49	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	149	0	16573	7784	33147	7784	321433	1	15	10	1	0	2	7	0	0	0
39474	范骅	0	150	0	0	10	0	-1	9	40	3	0.1	-1	1	20855	7836	41711	7836	323584	18960	0	0	12146	1156	52	52	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	159	0	17682	8305	35365	8305	342937	1	15	10	1	0	2	7	0	0	0
39475	范骅	0	160	0	0	10	0	-1	9	40	3	0.1	-1	1	22241	8357	44483	8357	345088	20220	0	0	12952	1233	55	55	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	169	0	18791	8826	37583	8826	364441	1	15	10	1	0	2	7	0	0	0
39476	范骅	0	170	0	0	10	0	-1	9	40	3	0.1	-1	1	23628	8878	47255	8878	366592	21480	0	0	13759	1310	58	58	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	179	0	19900	9347	39800	9347	385945	1	15	10	1	0	2	7	0	0	0
39477	范骅	0	180	0	0	10	0	-1	9	40	3	0.1	-1	1	25013	9399	50027	9399	388096	22740	0	0	14565	1387	61	61	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	189	0	21009	9867	42018	9867	407449	1	15	10	1	0	2	7	0	0	0
39478	范骅	0	190	0	0	10	0	-1	9	40	3	0.1	-1	1	26399	9919	52799	9919	409600	24000	0	0	15371	1464	65	65	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	199	0	22117	10388	44235	10388	428953	1	15	10	1	0	2	7	0	0	0
39479	范骅	0	200	0	0	10	0	-1	9	40	3	0.1	-1	1	27785	10440	55571	10440	431104	25260	0	0	16178	1540	68	68	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	209	0	22228	10440	44457	10440	431104	1	15	10	1	0	2	7	0	0	0
39480	华赫艮	0	110	0	0	10	0	-1	9	40	3	0.1	-1	1	30624	5753	15312	5753	237568	13920	0	0	8920	849	39	39	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	119	0	26495	6222	13247	6222	256921	1	15	10	1	0	2	7	0	0	0
39481	华赫艮	0	120	0	0	10	0	-1	9	40	3	0.1	-1	1	33396	6274	16698	6274	259072	15180	0	0	9727	926	42	42	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	129	0	28712	6743	14356	6743	278425	1	15	10	1	0	2	7	0	0	0
39482	华赫艮	0	130	0	0	10	0	-1	9	40	3	0.1	-1	1	36168	6795	18084	6795	280576	16440	0	0	10533	1003	45	45	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	139	0	30930	7263	15465	7263	299929	1	15	10	1	0	2	7	0	0	0
39483	华赫艮	0	140	0	0	10	0	-1	9	40	3	0.1	-1	1	38940	7316	19470	7316	302080	17700	0	0	11340	1080	49	49	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	149	0	33147	7784	16573	7784	321433	1	15	10	1	0	2	7	0	0	0
39484	华赫艮	0	150	0	0	10	0	-1	9	40	3	0.1	-1	1	41711	7836	20855	7836	323584	18960	0	0	12146	1156	52	52	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	159	0	35365	8305	17682	8305	342937	1	15	10	1	0	2	7	0	0	0
39485	华赫艮	0	160	0	0	10	0	-1	9	40	3	0.1	-1	1	44483	8357	22241	8357	345088	20220	0	0	12952	1233	55	55	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	169	0	37583	8826	18791	8826	364441	1	15	10	1	0	2	7	0	0	0
39486	华赫艮	0	170	0	0	10	0	-1	9	40	3	0.1	-1	1	47255	8878	23628	8878	366592	21480	0	0	13759	1310	58	58	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	179	0	39800	9347	19900	9347	385945	1	15	10	1	0	2	7	0	0	0
39487	华赫艮	0	180	0	0	10	0	-1	9	40	3	0.1	-1	1	50027	9399	25013	9399	388096	22740	0	0	14565	1387	61	61	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	189	0	42018	9867	21009	9867	407449	1	15	10	1	0	2	7	0	0	0
39488	华赫艮	0	190	0	0	10	0	-1	9	40	3	0.1	-1	1	52799	9919	26399	9919	409600	24000	0	0	15371	1464	65	65	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	199	0	44235	10388	22117	10388	428953	1	15	10	1	0	2	7	0	0	0
39489	华赫艮	0	200	0	0	10	0	-1	9	40	3	0.1	-1	1	55571	10440	27785	10440	431104	25260	0	0	16178	1540	68	68	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	209	0	44457	10440	22228	10440	431104	1	15	10	1	0	2	7	0	0	0
39490	褚万里	0	110	0	0	10	0	-1	9	40	3	0.1	-1	1	30624	5753	15312	5753	237568	13920	0	0	8920	849	39	39	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	119	0	26495	6222	13247	6222	256921	1	15	10	1	0	2	7	0	0	0
39491	褚万里	0	120	0	0	10	0	-1	9	40	3	0.1	-1	1	33396	6274	16698	6274	259072	15180	0	0	9727	926	42	42	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	129	0	28712	6743	14356	6743	278425	1	15	10	1	0	2	7	0	0	0
39492	褚万里	0	130	0	0	10	0	-1	9	40	3	0.1	-1	1	36168	6795	18084	6795	280576	16440	0	0	10533	1003	45	45	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	139	0	30930	7263	15465	7263	299929	1	15	10	1	0	2	7	0	0	0
39493	褚万里	0	140	0	0	10	0	-1	9	40	3	0.1	-1	1	38940	7316	19470	7316	302080	17700	0	0	11340	1080	49	49	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	149	0	33147	7784	16573	7784	321433	1	15	10	1	0	2	7	0	0	0
39494	褚万里	0	150	0	0	10	0	-1	9	40	3	0.1	-1	1	41711	7836	20855	7836	323584	18960	0	0	12146	1156	52	52	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	159	0	35365	8305	17682	8305	342937	1	15	10	1	0	2	7	0	0	0
39495	褚万里	0	160	0	0	10	0	-1	9	40	3	0.1	-1	1	44483	8357	22241	8357	345088	20220	0	0	12952	1233	55	55	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	169	0	37583	8826	18791	8826	364441	1	15	10	1	0	2	7	0	0	0
39496	褚万里	0	170	0	0	10	0	-1	9	40	3	0.1	-1	1	47255	8878	23628	8878	366592	21480	0	0	13759	1310	58	58	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	179	0	39800	9347	19900	9347	385945	1	15	10	1	0	2	7	0	0	0
39497	褚万里	0	180	0	0	10	0	-1	9	40	3	0.1	-1	1	50027	9399	25013	9399	388096	22740	0	0	14565	1387	61	61	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	189	0	42018	9867	21009	9867	407449	1	15	10	1	0	2	7	0	0	0
39498	褚万里	0	190	0	0	10	0	-1	9	40	3	0.1	-1	1	52799	9919	26399	9919	409600	24000	0	0	15371	1464	65	65	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	199	0	44235	10388	22117	10388	428953	1	15	10	1	0	2	7	0	0	0
39499	褚万里	0	200	0	0	10	0	-1	9	40	3	0.1	-1	1	55571	10440	27785	10440	431104	25260	0	0	16178	1540	68	68	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	209	0	44457	10440	22228	10440	431104	1	15	10	1	0	2	7	0	0	0
39500	古笃诚	0	110	0	0	10	0	-1	9	40	3	0.1	-1	1	30624	5753	15312	5753	237568	13920	0	0	8920	849	39	39	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	119	0	26495	6222	13247	6222	256921	1	15	10	1	0	2	7	0	0	0
39501	古笃诚	0	120	0	0	10	0	-1	9	40	3	0.1	-1	1	33396	6274	16698	6274	259072	15180	0	0	9727	926	42	42	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	129	0	28712	6743	14356	6743	278425	1	15	10	1	0	2	7	0	0	0
39502	古笃诚	0	130	0	0	10	0	-1	9	40	3	0.1	-1	1	36168	6795	18084	6795	280576	16440	0	0	10533	1003	45	45	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	139	0	30930	7263	15465	7263	299929	1	15	10	1	0	2	7	0	0	0
39503	古笃诚	0	140	0	0	10	0	-1	9	40	3	0.1	-1	1	38940	7316	19470	7316	302080	17700	0	0	11340	1080	49	49	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	149	0	33147	7784	16573	7784	321433	1	15	10	1	0	2	7	0	0	0
39504	古笃诚	0	150	0	0	10	0	-1	9	40	3	0.1	-1	1	41711	7836	20855	7836	323584	18960	0	0	12146	1156	52	52	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	159	0	35365	8305	17682	8305	342937	1	15	10	1	0	2	7	0	0	0
39505	古笃诚	0	160	0	0	10	0	-1	9	40	3	0.1	-1	1	44483	8357	22241	8357	345088	20220	0	0	12952	1233	55	55	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	169	0	37583	8826	18791	8826	364441	1	15	10	1	0	2	7	0	0	0
39506	古笃诚	0	170	0	0	10	0	-1	9	40	3	0.1	-1	1	47255	8878	23628	8878	366592	21480	0	0	13759	1310	58	58	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	179	0	39800	9347	19900	9347	385945	1	15	10	1	0	2	7	0	0	0
39507	古笃诚	0	180	0	0	10	0	-1	9	40	3	0.1	-1	1	50027	9399	25013	9399	388096	22740	0	0	14565	1387	61	61	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	189	0	42018	9867	21009	9867	407449	1	15	10	1	0	2	7	0	0	0
39508	古笃诚	0	190	0	0	10	0	-1	9	40	3	0.1	-1	1	52799	9919	26399	9919	409600	24000	0	0	15371	1464	65	65	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	199	0	44235	10388	22117	10388	428953	1	15	10	1	0	2	7	0	0	0
39509	古笃诚	0	200	0	0	10	0	-1	9	40	3	0.1	-1	1	55571	10440	27785	10440	431104	25260	0	0	16178	1540	68	68	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	209	0	44457	10440	22228	10440	431104	1	15	10	1	0	2	7	0	0	0
39510	傅思归	0	110	0	0	10	0	-1	9	40	3	0.1	-1	1	15312	5753	30624	5753	237568	13920	0	0	8920	849	39	39	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	119	0	13247	6222	26495	6222	256921	1	15	10	1	0	2	7	0	0	0
39511	傅思归	0	120	0	0	10	0	-1	9	40	3	0.1	-1	1	16698	6274	33396	6274	259072	15180	0	0	9727	926	42	42	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	129	0	14356	6743	28712	6743	278425	1	15	10	1	0	2	7	0	0	0
39512	傅思归	0	130	0	0	10	0	-1	9	40	3	0.1	-1	1	18084	6795	36168	6795	280576	16440	0	0	10533	1003	45	45	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	139	0	15465	7263	30930	7263	299929	1	15	10	1	0	2	7	0	0	0
39513	傅思归	0	140	0	0	10	0	-1	9	40	3	0.1	-1	1	19470	7316	38940	7316	302080	17700	0	0	11340	1080	49	49	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	149	0	16573	7784	33147	7784	321433	1	15	10	1	0	2	7	0	0	0
39514	傅思归	0	150	0	0	10	0	-1	9	40	3	0.1	-1	1	20855	7836	41711	7836	323584	18960	0	0	12146	1156	52	52	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	159	0	17682	8305	35365	8305	342937	1	15	10	1	0	2	7	0	0	0
39515	傅思归	0	160	0	0	10	0	-1	9	40	3	0.1	-1	1	22241	8357	44483	8357	345088	20220	0	0	12952	1233	55	55	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	169	0	18791	8826	37583	8826	364441	1	15	10	1	0	2	7	0	0	0
39516	傅思归	0	170	0	0	10	0	-1	9	40	3	0.1	-1	1	23628	8878	47255	8878	366592	21480	0	0	13759	1310	58	58	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	179	0	19900	9347	39800	9347	385945	1	15	10	1	0	2	7	0	0	0
39517	傅思归	0	180	0	0	10	0	-1	9	40	3	0.1	-1	1	25013	9399	50027	9399	388096	22740	0	0	14565	1387	61	61	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	189	0	21009	9867	42018	9867	407449	1	15	10	1	0	2	7	0	0	0
39518	傅思归	0	190	0	0	10	0	-1	9	40	3	0.1	-1	1	26399	9919	52799	9919	409600	24000	0	0	15371	1464	65	65	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	199	0	22117	10388	44235	10388	428953	1	15	10	1	0	2	7	0	0	0
39519	傅思归	0	200	0	0	10	0	-1	9	40	3	0.1	-1	1	27785	10440	55571	10440	431104	25260	0	0	16178	1540	68	68	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	288	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_20	1200	2400	209	0	22228	10440	44457	10440	431104	1	15	10	1	0	2	7	0	0	0
39520	朱丹臣	0	110	0	0	10	0	-1	9	40	3	0.1	-1	1	15312	5753	30624	5753	237568	13920	0	0	8920	849	39	39	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	119	0	13247	6222	26495	6222	256921	1	15	10	1	0	2	7	0	0	0
39521	朱丹臣	0	120	0	0	10	0	-1	9	40	3	0.1	-1	1	16698	6274	33396	6274	259072	15180	0	0	9727	926	42	42	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	129	0	14356	6743	28712	6743	278425	1	15	10	1	0	2	7	0	0	0
39522	朱丹臣	0	130	0	0	10	0	-1	9	40	3	0.1	-1	1	18084	6795	36168	6795	280576	16440	0	0	10533	1003	45	45	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	139	0	15465	7263	30930	7263	299929	1	15	10	1	0	2	7	0	0	0
39523	朱丹臣	0	140	0	0	10	0	-1	9	40	3	0.1	-1	1	19470	7316	38940	7316	302080	17700	0	0	11340	1080	49	49	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	149	0	16573	7784	33147	7784	321433	1	15	10	1	0	2	7	0	0	0
39524	朱丹臣	0	150	0	0	10	0	-1	9	40	3	0.1	-1	1	20855	7836	41711	7836	323584	18960	0	0	12146	1156	52	52	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	159	0	17682	8305	35365	8305	342937	1	15	10	1	0	2	7	0	0	0
39525	朱丹臣	0	160	0	0	10	0	-1	9	40	3	0.1	-1	1	22241	8357	44483	8357	345088	20220	0	0	12952	1233	55	55	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	169	0	18791	8826	37583	8826	364441	1	15	10	1	0	2	7	0	0	0
39526	朱丹臣	0	170	0	0	10	0	-1	9	40	3	0.1	-1	1	23628	8878	47255	8878	366592	21480	0	0	13759	1310	58	58	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	179	0	19900	9347	39800	9347	385945	1	15	10	1	0	2	7	0	0	0
39527	朱丹臣	0	180	0	0	10	0	-1	9	40	3	0.1	-1	1	25013	9399	50027	9399	388096	22740	0	0	14565	1387	61	61	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	189	0	21009	9867	42018	9867	407449	1	15	10	1	0	2	7	0	0	0
39528	朱丹臣	0	190	0	0	10	0	-1	9	40	3	0.1	-1	1	26399	9919	52799	9919	409600	24000	0	0	15371	1464	65	65	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	199	0	22117	10388	44235	10388	428953	1	15	10	1	0	2	7	0	0	0
39529	朱丹臣	0	200	0	0	10	0	-1	9	40	3	0.1	-1	1	27785	10440	55571	10440	431104	25260	0	0	16178	1540	68	68	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	209	0	22228	10440	44457	10440	431104	1	15	10	1	0	2	7	0	0	0
39530	木人傀儡	0	110	2445	0	10	0	-1	9	20	1	0.1	-1	0	9187	3452	9187	3452	71270	4176	0	0	2676	254	11	11	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1200	2400	119	2638	7948	3733	7948	3733	77076	1	29	10	1	0	3	5	0	0	0
39531	木人傀儡	0	120	2659	0	10	0	-1	9	20	1	0.1	-1	0	10018	3764	10018	3764	77721	4554	0	0	2918	277	12	12	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1200	2400	129	2852	8613	4045	8613	4045	83527	1	29	10	1	0	3	5	0	0	0
39532	木人傀儡	0	130	2874	0	10	0	-1	9	20	1	0.1	-1	0	10850	4077	10850	4077	84172	4932	0	0	3160	300	13	13	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1200	2400	139	3068	9279	4358	9279	4358	89978	1	29	10	1	0	3	5	0	0	0
39533	木人傀儡	0	140	3089	0	10	0	-1	9	20	1	0.1	-1	0	11682	4389	11682	4389	90624	5310	0	0	3402	324	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1200	2400	149	3282	9944	4670	9944	4670	96430	1	29	10	1	0	3	5	0	0	0
39534	木人傀儡	0	150	3282	0	10	0	-1	9	20	1	0.1	-1	0	12513	4702	12513	4702	97075	5688	0	0	3643	347	15	15	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1200	2400	159	3282	10609	4983	10609	4983	102881	1	29	10	1	0	3	5	0	0	0
39535	木人傀儡	0	160	3282	0	10	0	-1	9	20	1	0.1	-1	0	13345	5014	13345	5014	103526	6066	0	0	3885	370	16	16	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1200	2400	169	3282	11274	5295	11274	5295	109332	1	29	10	1	0	3	5	0	0	0
