INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
73	3	20400051	0	40	0	79	12000	0	20400076	0	40	0	79	15000	0	20400081	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
74	3	20400058	0	40	0	79	12000	0	20400076	0	40	0	79	15000	0	20400081	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
75	3	20400037	0	40	0	79	12000	0	20400093	0	40	0	79	15000	0	20400094	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
76	3	20400042	0	40	0	79	12000	0	20400093	0	40	0	79	15000	0	20400094	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
77	3	20400056	0	40	0	79	12000	0	20400101	0	40	0	79	15000	0	20400102	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
78	3	20400062	0	40	0	79	12000	0	20400101	0	40	0	79	15000	0	20400102	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
79	3	20400037	0	40	0	79	12000	0	20400107	0	40	0	79	15000	0	20400108	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
80	3	20400049	0	40	0	79	12000	0	20400107	0	40	0	79	15000	0	20400108	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
81	3	20400046	0	40	0	79	12000	0	20400093	0	40	0	79	15000	0	20400094	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
82	3	20400042	0	40	0	79	12000	0	20400093	0	40	0	79	15000	0	20400094	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
83	3	20400061	0	40	0	79	12000	0	20400113	0	40	0	79	15000	0	20400114	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
84	3	20400054	0	40	0	79	12000	0	20400113	0	40	0	79	15000	0	20400114	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
85	3	20400050	0	40	0	79	12000	0	20400056	0	40	0	79	15000	0	20400119	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
86	3	20400050	0	40	0	79	12000	0	20400056	0	40	0	79	15000	0	20400119	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
87	3	20400062	0	40	0	79	12000	0	20400089	0	40	0	79	15000	0	20400090	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
88	3	20400045	0	40	0	79	12000	0	20400089	0	40	0	79	15000	0	20400090	0	40	0	79	21000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	12000	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0	0	0	0	40	0	79	0
89	3	20400009	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
90	3	20400006	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
91	3	20400009	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
92	3	20400006	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
93	3	20400009	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
94	3	20400006	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
95	3	20400009	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
96	3	20400006	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
97	3	20400009	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
98	3	20400006	0	40	0	0	4000	1	20400073	0	40	0	0	5000	1	20400069	0	40	0	0	7000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	4000	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0	1	0	0	40	0	0	0
