INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
420	秋水无痕图样	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	30000	335134	-1	将#G连戎神节#W铸造为对应等级的#Y神器：秋水无痕剑#W：#r#G连戎神节［1级］——［42级］神器#r#G连戎神节［2级］——［52级］神器#r#G连戎神节［3级］——［62级］神器#r#G连戎神节［4级］——［72级］神器#r#G连戎神节［5级］——［82级］神器#r#G连戎神节［6级］——［92级］神器	-1	-1
421	碧海银涛图样	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	6	30000	335134	-1	将#G连戎神节#W铸造为对应等级的#Y神器：碧海银涛环#W：#r#G连戎神节［1级］——［42级］神器#r#G连戎神节［2级］——［52级］神器#r#G连戎神节［3级］——［62级］神器#r#G连戎神节［4级］——［72级］神器#r#G连戎神节［5级］——［82级］神器#r#G连戎神节［6级］——［92级］神器	-1	-1
422	万壑松风图样	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	5	30000	335134	-1	将#G连戎神节#W铸造为对应等级的#Y神器：万壑松风扇#W：#r#G连戎神节［1级］——［42级］神器#r#G连戎神节［2级］——［52级］神器#r#G连戎神节［3级］——［62级］神器#r#G连戎神节［4级］——［72级］神器#r#G连戎神节［5级］——［82级］神器#r#G连戎神节［6级］——［92级］神器	-1	-1
423	血色战甲图样	10124082	1	5	3	20103105	1	20103114	50	20103117	10	20308073	1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
424	仙术：冥羽	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	仙术：冥羽	-1	-1
425	骑术：雪橇	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：雪橇	-1	-1
426	骑术：紫电	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：紫电	-1	-1
427	仙术：大风	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	仙术：大风	-1	-1
428	仙术：黄巾力士	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	仙术：黄巾力士	-1	-1
429	仙术：雪羽	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	仙术：雪羽	-1	-1
430	骑术：河马	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：河马	-1	-1
431	骑术：马车	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：马车	-1	-1
432	骑术：天马	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：天马	-1	-1
433	骑术：兔子	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：兔子	-1	-1
434	骑术：舞狮	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：舞狮	-1	-1
435	骑术：驯鹿	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：驯鹿	-1	-1
436	骑术：驼鸟	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：驼鸟	-1	-1
437	骑术：蜘蛛	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：蜘蛛	-1	-1
438	骑术：熊	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：熊	-1	-1
439	骑术：木牛流马	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：木牛流马	-1	-1
440	骑术：陆吾	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：陆吾	-1	-1
441	骑术：玄龟	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：玄龟	-1	-1
442	骑术：犀牛	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：犀牛	-1	-1
443	骑术：大象	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：大象	-1	-1
444	骑术：白象	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：白象	-1	-1
445	骑术：陆行白雕	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：陆行白雕	-1	-1
446	骑术：陆行雕	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：陆行雕	-1	-1
447	骑术：虎	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：虎	-1	-1
448	骑术：黄骠马	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：黄骠马	-1	-1
449	骑术：骆驼	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：骆驼	-1	-1
450	骑术：鹤	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：鹤	-1	-1
451	骑术：青凤	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：青凤	-1	-1
452	骑术：牦牛	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：牦牛	-1	-1
453	骑术：鹿	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：鹿	-1	-1
454	骑术：雕	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：雕	-1	-1
455	骑术：灰狼	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：灰狼	-1	-1
456	骑术：白虎	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：白虎	-1	-1
457	骑术：青白骢马	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：青白骢马	-1	-1
458	骑术：白骆驼	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：白骆驼	-1	-1
459	骑术：金翼鹤	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：金翼鹤	-1	-1
460	骑术：红白凤	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：红白凤	-1	-1
461	骑术：白牦牛	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：白牦牛	-1	-1
462	骑术：白鹿	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：白鹿	-1	-1
463	骑术：白雕	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：白雕	-1	-1
464	骑术：白狼	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：白狼	-1	-1
465	泉晶散药方	30005025	1	2	3	20101005	2	20101006	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药初级A类配方1	-1	-1
466	千尺丹药方	30005026	1	2	3	20101005	2	20101007	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药初级A类配方2	-1	-1
467	霹雳散药方	30005027	1	2	3	20101006	2	20101007	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药初级A类配方3	-1	-1
468	归心丸药方	30005028	1	2	3	20101006	2	20101007	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药初级A类配方4	-1	-1
469	冰龙丹药方	30005033	1	2	6	20101014	3	20101015	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药中级A类配方1	-1	-1
470	龟甲散药方	30005034	1	2	6	20101015	3	20101016	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药中级A类配方2	-1	-1
471	金雷丸药方	30005035	1	2	6	20101016	3	20101014	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药中级A类配方3	-1	-1
472	五毒散药方	30005036	1	2	6	20101016	3	20101014	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药中级A类配方4	-1	-1
473	仙丹冰澜药方	30005041	1	2	9	20101023	5	20101024	7	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药高级A类配方1	-1	-1
474	仙丹避邪药方	30005042	1	2	9	20101023	5	20101024	7	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药高级A类配方2	-1	-1
475	仙丹玄炎药方	30005043	1	2	9	20101023	6	20101024	6	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药高级A类配方3	-1	-1
476	仙丹凤珠药方	30005044	1	2	9	20101023	7	20101024	5	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	药高级A类配方4	-1	-1
477	初级谷物配方	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	将一些初级谷物，如：#G小麦、大米、玉米#W做成食物。#r#c54FF00（基础消耗活力10点，受养生技能等级影响）	-1	-1
478	初级杂物配方	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	将一些#G初级食材#W做成食物。#r#c54FF00（基础消耗活力10点，受养生技能等级影响）	-1	-1
479	中级谷物配方	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	将一些中级谷物，如：#G花生、红薯、高粱#W做成食物。#r#c54FF00（基础消耗活力15点，受养生技能等级影响）	-1	-1
480	中级杂物配方	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	将一些#G中级食材#W做成食物。#r#c54FF00（基础消耗活力15点，受养生技能等级影响）	-1	-1
481	高级谷物配方	-1	-1	1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	将一些高级谷物，如：#G芝麻、绿豆、黄豆、蚕豆#W做成食物。#r#c54FF00（基础消耗活力23点，受养生技能等级影响）	-1	-1
482	高级杂物配方	-1	-1	1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	将一些#G高级食材#W做成食物。#r#c54FF00（基础消耗活力23点，受养生技能等级影响）	-1	-1
483	阳春面食谱	30102006	1	1	3	20104001	2	20105013	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初级谷物A配方1	-1	-1
484	南瓜碱饭食谱	30102007	1	1	3	20104002	2	20105014	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初级谷物A配方2	-1	-1
485	赤豆佛手食谱	30102008	1	1	3	20104003	2	20105015	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初级谷物A配方3	-1	-1
486	梅干米饭食谱	30102009	1	1	3	20104001	2	20105013	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初级谷物A配方4	-1	-1
487	鸡油烙饼食谱	30102010	1	1	3	20104002	2	20105014	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初级谷物A配方5	-1	-1
488	菌子面食谱	30102016	1	1	6	20104004	3	20105016	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初级杂物A配方1	-1	-1
489	千层发糕食谱	30102017	1	1	6	20104005	3	20105017	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初级杂物A配方2	-1	-1
490	拔丝甘薯食谱	30102018	1	1	6	20104006	3	20105018	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初级杂物A配方3	-1	-1
491	奶油煎饼食谱	30102019	1	1	6	20104004	3	20105016	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初级杂物A配方4	-1	-1
492	相思红豆粥食谱	30102020	1	1	6	20104005	3	20105017	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中级谷物A配方1	-1	-1
493	水鸭润肺汤食谱	30102026	1	1	9	20104007	6	20105019	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中级谷物A配方2	-1	-1
494	核桃鸡丁食谱	30102027	1	1	9	20104008	6	20105020	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中级谷物A配方3	-1	-1
495	鱼香碎白肉食谱	30102028	1	1	9	20104009	6	20105021	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中级谷物A配方4	-1	-1
496	山椒醉鸡翅食谱	30102029	1	1	9	20104010	6	20105022	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中级谷物A配方5	-1	-1
497	黄油鲅鱼食谱	30102030	1	1	9	20104010	6	20105019	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中级杂物A配方1	-1	-1
498	海带牛肉汤食谱	30103006	1	1	3	20102037	2	20102025	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	中级杂物A配方2	-1	-1
499	干炸鲫鱼食谱	30103007	1	1	3	20102037	2	20102026	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	中级杂物A配方3	-1	-1
500	木耳猪肉片食谱	30103008	1	1	3	20102037	2	20102027	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	中级杂物A配方4	-1	-1
501	烤肉盖饭食谱	30103009	1	1	3	20102037	2	20102025	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高级谷物A配方1	-1	-1
502	煨烤鲑鱼食谱	30103014	1	1	6	20102038	3	20102028	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高级谷物A配方2	-1	-1
503	川肉丝食谱	30103015	1	1	6	20102038	3	20102029	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高级谷物A配方3	-1	-1
504	碗仔翅食谱	30103016	1	1	6	20102038	3	20102030	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高级谷物A配方4	-1	-1
505	盐煎肉食谱	30103017	1	1	6	20102038	3	20102028	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高级谷物A配方5	-1	-1
506	麻辣鸭胗食谱	30103022	1	1	9	20102039	6	20102031	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高级杂物A配方1	-1	-1
507	香菇滑鸡食谱	30103023	1	1	9	20102039	6	20102032	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高级杂物A配方2	-1	-1
508	翡翠双冬蹄膀食谱	30103024	1	1	9	20102039	6	20102033	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高级杂物A配方3	-1	-1
509	山椒蒸鲩鱼食谱	30103025	1	1	9	20102039	6	20102048	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高级杂物A配方4	-1	-1
510	红色定位符（1级）	30501017	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	红色定位符（1级）	-1	-1
511	蓝色定位符（1级）	30501018	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	蓝色定位符（1级）	-1	-1
512	白色定位符（1级）	30501019	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	白色定位符（1级）	-1	-1
513	绿色定位符（1级）	30501020	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	绿色定位符（1级）	-1	-1
514	黄色定位符（1级）	30501021	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	黄色定位符（1级）	-1	-1
515	紫色定位符（1级）	30501022	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	紫色定位符（1级）	-1	-1
516	红色定位符（2级）	30501023	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	红色定位符（2级）	-1	-1
517	蓝色定位符（2级）	30501024	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	蓝色定位符（2级）	-1	-1
518	白色定位符（2级）	30501025	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	白色定位符（2级）	-1	-1
519	绿色定位符（2级）	30501026	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	绿色定位符（2级）	-1	-1
520	黄色定位符（2级）	30501027	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	黄色定位符（2级）	-1	-1
521	紫色定位符（2级）	30501028	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	紫色定位符（2级）	-1	-1
522	红色定位符（3级）	30501029	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	红色定位符（3级）	-1	-1
523	蓝色定位符（3级）	30501030	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	蓝色定位符（3级）	-1	-1
524	白色定位符（3级）	30501031	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	白色定位符（3级）	-1	-1
525	绿色定位符（3级）	30501032	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	绿色定位符（3级）	-1	-1
526	黄色定位符（3级）	30501033	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	黄色定位符（3级）	-1	-1
527	紫色定位符（3级）	30501034	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	紫色定位符（3级）	-1	-1
528	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
529	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
530	仙侣情缘图样	10124071	1	5	3	20103105	1	20103114	11	20103117	2	20308073	1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
531	黄金战甲图样	10124088	1	5	3	20103105	1	20103114	50	20103117	10	20308073	1	-1	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
532	骑术：碧水金睛兽	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：碧水金睛兽	-1	-1
533	落玄丹配方	30203037	1	18	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
534	碎玄丹配方	30203038	1	18	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
535	淬神火配方	30203039	1	12	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
536	灭天火配方	30203040	1	12	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
537	噬心毒配方	30203041	1	16	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
538	附骨毒配方	30203042	1	16	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
539	冰弦晶配方	30203043	1	14	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
540	霜月晶配方	30203044	1	14	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
541	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
542	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
543	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
544	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
545	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
546	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
547	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
