INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10111005	1	1	11	5	4	38	1	-1	-1	绢丝鞋	14	绢丝做的鞋子，精致无比，华美舒适。	115	115	130	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	Shoes1_9	鞋	2114	2000	0
10111006	1	1	11	6	4	282	1	-1	-1	锦帛鞋	24	锦帛做的鞋子，美轮美奂，典雅华贵。	195	195	142	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_13	鞋	2115	2000	0
10111007	1	1	11	7	4	291	1	-1	-1	丝绸鞋	24	丝绸做的鞋子，美轮美奂，典雅华贵。	195	195	142	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_13	鞋	2116	2000	0
10111008	1	1	11	8	4	282	1	-1	-1	绫罗鞋	24	绫罗做的鞋子，美轮美奂，典雅华贵。	195	195	142	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_13	鞋	2117	2000	0
10111009	1	1	11	9	4	160	1	-1	-1	狼牙鞋	34	镶有狼牙的鞋子，初露锋芒，坚固有力。	365	365	155	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_2	鞋	2118	2000	0
10111010	1	1	11	10	4	179	1	-1	-1	狼爪鞋	34	镶有狼爪的鞋子，初露锋芒，坚固有力。	365	365	155	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_2	鞋	2119	2000	0
10111011	1	1	11	11	4	160	1	-1	-1	狼皮鞋	34	狼皮做的鞋子，初露锋芒，坚固有力。	365	365	155	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_2	鞋	2120	2000	0
10111012	1	1	11	12	4	287	1	-1	-1	虎牙鞋	44	镶有虎牙的鞋子，锋芒毕露，霸气十足。	610	610	167	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_5	鞋	2121	2000	0
10111013	1	1	11	13	4	287	1	-1	-1	虎爪鞋	44	镶有虎爪的鞋子，锋芒毕露，霸气十足。	610	610	167	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_5	鞋	2122	2000	0
10111014	1	1	11	14	4	287	1	-1	-1	虎皮鞋	44	虎皮做的鞋子，锋芒毕露，霸气十足。	610	610	167	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_5	鞋	2123	2000	0
10111015	1	1	11	15	4	280	1	-1	-1	蛟龙鞋	54	蛟龙皮和银丝线合制而成，触感柔软，有很强的防御能力。	950	950	180	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_13	鞋	2124	2000	0
10111016	1	1	11	16	4	280	1	-1	-1	乌蚕鞋	54	乌蚕丝和银丝线合制而成，触感柔软，有很强的防御能力。	950	950	180	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_13	鞋	2125	2000	0
10111017	1	1	11	17	4	44	1	-1	-1	苍蟒鞋	54	蟒蛇皮和银丝线合制而成，触感柔软，有很强的防御能力。	950	950	180	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_14	鞋	2126	2000	0
10111018	1	1	11	18	4	277	1	-1	-1	天枢鞋	64	鞋身绘有天枢星图，玄妙无比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2127	2000	0
10111019	1	1	11	19	4	277	1	-1	-1	天玑鞋	64	鞋身绘有天玑星图，玄妙无比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2128	2000	0
10111020	1	1	11	20	4	277	1	-1	-1	天璇鞋	64	鞋身绘有天璇星图，玄妙无比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2129	2000	0
10111021	1	1	11	21	4	296	1	-1	-1	天权鞋	64	鞋身绘有天权星图，玄妙无比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2130	2000	0
10111022	1	1	11	22	4	296	1	-1	-1	瑶光鞋	64	鞋身绘有瑶光星图，玄妙无比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2131	2000	0
10111023	1	1	11	23	4	296	1	-1	-1	开阳鞋	64	鞋身绘有开阳星图，玄妙无比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2132	2000	0
10111024	1	1	11	24	4	176	1	-1	-1	贪狼鞋	72	传为贪狼星君所造，仙气环绕，光彩夺目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_13	鞋	2133	2000	0
10111025	1	1	11	25	4	176	1	-1	-1	巨门鞋	72	传为巨门星君所造，仙气环绕，光彩夺目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_13	鞋	2134	2000	0
10111026	1	1	11	26	4	162	1	-1	-1	禄存鞋	72	传为禄存星君所造，仙气环绕，光彩夺目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_11	鞋	2135	2000	0
10111027	1	1	11	27	4	162	1	-1	-1	文曲鞋	72	传为文曲星君所造，仙气环绕，光彩夺目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_11	鞋	2136	2000	0
10111028	1	1	11	28	4	34	1	-1	-1	破军鞋	72	传为破军星君所造，仙气环绕，光彩夺目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes1_7	鞋	2137	2000	0
10111029	1	1	11	29	4	34	1	-1	-1	武曲鞋	72	传为武曲星君所造，仙气环绕，光彩夺目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes1_7	鞋	2138	2000	0
10111030	1	1	11	30	4	152	1	-1	-1	如来鞋	77	如来佛祖遗落世间的鞋子，经文护体，刀枪不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2139	2000	0
10111031	1	1	11	31	4	152	1	-1	-1	龙女鞋	77	东海龙女遗落世间的鞋子，经文护体，刀枪不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2140	2000	0
10111032	1	1	11	32	4	152	1	-1	-1	圣武鞋	77	圣武真君遗落世间的鞋子，经文护体，刀枪不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2141	2000	0
10111033	1	1	11	33	4	152	1	-1	-1	达摩鞋	77	达摩祖师遗落世间的鞋子，经文护体，刀枪不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2142	2000	0
10111034	1	1	11	34	4	152	1	-1	-1	罗汉鞋	77	降龙罗汉遗落世间的鞋子，经文护体，刀枪不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2143	2000	0
10111035	1	1	11	35	4	152	1	-1	-1	喇嘛靴	77	红袍喇嘛遗落世间的鞋子，经文护体，刀枪不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2144	2000	0
10111036	1	1	11	36	4	378	1	-1	-1	浮云靴	82	不知为何物质制成，上有浮云千丈，名动天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2145	2000	0
10111037	1	1	11	37	4	378	1	-1	-1	神行靴	82	不知为何物质制成，上有龙翔万里，名动天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2146	2000	0
10111038	1	1	11	38	4	378	1	-1	-1	踏风靴	82	不知为何物质制成，上有大鹏展翅，名动天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2147	2000	0
10111039	1	1	11	39	4	378	1	-1	-1	追日靴	82	不知为何物质制成，上有凤凰追日，名动天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2148	2000	0
10111040	1	1	11	40	4	378	1	-1	-1	逐月靴	82	不知为何物质制成，上有青鸳逐月，名动天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2149	2000	0
10111041	1	1	11	41	4	378	1	-1	-1	朱雀靴	87	红色靴子，为南方朱雀所守护，万物不侵，法力无边。	2660	2660	221	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109	-1	109	-1	-1	-1	Shoes4_6	鞋	2150	2000	0
10111042	1	1	11	42	4	378	1	-1	-1	玄武靴	87	黑色靴子，为北方玄武所守护，万物不侵，法力无边。	2660	2660	221	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109	-1	109	-1	-1	-1	Shoes4_6	鞋	2151	2000	0
10111043	1	1	11	43	4	378	1	-1	-1	白虎靴	87	白色靴子，为西方白虎所守护，万物不侵，法力无边。	2660	2660	221	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109	-1	109	-1	-1	-1	Shoes4_6	鞋	2152	2000	0
10111044	1	1	11	44	4	378	1	-1	-1	青龙靴	87	青色靴子，为东方青龙所守护，万物不侵，法力无边。	2660	2660	221	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109	-1	109	-1	-1	-1	Shoes4_6	鞋	2153	2000	0
10111045	1	1	11	45	4	419	1	-1	-1	圣灵战靴	92	女娲补天时用的五彩石矶所造，吸收日月精华，赋有无穷灵力。	3240	3240	227	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	115	-1	-1	-1	Shoes4_11	鞋	2154	2000	0
10111046	1	1	11	46	4	419	1	-1	-1	幽冥魔靴	92	来自冥间，地狱之火烧练而成，怨气浓重，魔性强大。	3240	3240	227	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	115	-1	-1	-1	Shoes4_11	鞋	2155	2000	0
10111047	1	1	11	47	4	419	1	-1	-1	怜悯之靴	92	佛家最为贵重的物品，可与使用者相互感应。	3240	3240	227	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	115	-1	-1	-1	Shoes4_11	鞋	2156	2000	0
10111048	1	1	11	48	4	419	1	-1	-1	霓云羽靴	97	据说是九天仙女为大地祈福跳舞时所用，是可遇不可求的极品。	3640	3640	234	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	121	-1	-1	-1	Shoes4_11	鞋	2157	2000	0
10111049	1	1	11	49	4	419	1	-1	-1	九宝天靴	97	上有九宝华文，受到天地精华的凝炼，灵气异常。	3640	3640	234	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	121	-1	-1	-1	Shoes4_11	鞋	2158	2000	0
10111050	1	1	11	50	4	419	1	-1	-1	归元神靴	97	上古神物，生于天地混沌之时，有凝神归元，起死回生之用。	3640	3640	234	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	121	-1	-1	-1	Shoes4_11	鞋	2159	2000	0
