INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1039302	101	10	0	1	0	1	129	76	慕容复任务	找一把武器交给#G苏州城#W的#R慕容复#{_INFOAIM129,76,1,慕容复}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    在下听闻，春秋时期盛产宝剑的吴越之地，正是今日的姑苏城。你能帮我找一把武器来鉴赏一番吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_596}	#{RW_20080321_598}			0	1	慕容复	0	60	-1	-1	-1	1		2	48	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039303	101	10	0	1	0	1	129	76	慕容复任务	找一把武器交给#G苏州城#W的#R慕容复#{_INFOAIM129,76,1,慕容复}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    在下听闻，春秋时期盛产宝剑的吴越之地，正是今日的姑苏城。你能帮我找一把武器来鉴赏一番吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_596}	#{RW_20080321_598}			0	1	慕容复	0	60	-1	-1	-1	1		2	49	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039304	101	10	0	1	0	1	129	76	慕容复任务	找一把武器交给#G苏州城#W的#R慕容复#{_INFOAIM129,76,1,慕容复}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    在下听闻，春秋时期盛产宝剑的吴越之地，正是今日的姑苏城。你能帮我找一把武器来鉴赏一番吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_596}	#{RW_20080321_598}			0	1	慕容复	0	60	-1	-1	-1	1		2	50	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039305	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_583}	#{RW_20080321_588}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	慕容复	0	60	-1	-1	-1	1	丛林野人	0	40004404	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039306	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_584}	#{RW_20080321_589}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	慕容复	0	70	-1	-1	-1	1	黑衣马匪	0	40004404	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039307	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_585}	#{RW_20080321_590}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	慕容复	0	80	-1	-1	-1	1	藤甲贼	0	40004404	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039308	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_586}	#{RW_20080321_591}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	慕容复	0	90	-1	-1	-1	1	永夜修罗	0	40004404	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039309	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_583}	#{RW_20080321_592}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	慕容复	0	60	-1	-1	-1	1	丛林野人	0	40004405	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039310	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_584}	#{RW_20080321_593}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	慕容复	0	70	-1	-1	-1	1	黑衣马匪	0	40004406	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039311	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_585}	#{RW_20080321_594}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	慕容复	0	80	-1	-1	-1	1	藤甲贼	0	40004407	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039312	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_586}	#{RW_20080321_595}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	慕容复	0	90	-1	-1	-1	1	永夜修罗	0	40004408	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##银川公主任务																																																																																						
1039350	101	10	0	1	0	1	113	63	银川公主任务	找一对衬肩交给#G洛阳城#W的#R赫连铁树#{_INFOAIM113,63,0,赫连铁树}。这件衬肩可以是%i之中的任何一对。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公主就要大婚了，我们做臣子的总要送点公主喜欢的东西啊。你能帮我找一件衬装来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_608}	#{RW_20080321_610}			0	0	赫连铁树	0	70	-1	-1	-1	1		2	61	100	1																							104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039351	101	10	0	1	0	1	113	63	银川公主任务	找一对衬肩交给#G洛阳城#W的#R赫连铁树#{_INFOAIM113,63,0,赫连铁树}。这件衬肩可以是%i之中的任何一对。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公主就要大婚了，我们做臣子的总要送点公主喜欢的东西啊。你能帮我找一件衬装来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_608}	#{RW_20080321_610}			0	0	赫连铁树	0	70	-1	-1	-1	1		2	62	100	1																							104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039352	101	10	0	1	0	1	113	63	银川公主任务	找一对衬肩交给#G洛阳城#W的#R赫连铁树#{_INFOAIM113,63,0,赫连铁树}。这件衬肩可以是%i之中的任何一对。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公主就要大婚了，我们做臣子的总要送点公主喜欢的东西啊。你能帮我找一件衬装来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_608}	#{RW_20080321_610}			0	0	赫连铁树	0	70	-1	-1	-1	1		2	63	100	1																							104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039353	101	10	0	1	0	1	113	63	银川公主任务	找一对衬肩交给#G洛阳城#W的#R赫连铁树#{_INFOAIM113,63,0,赫连铁树}。这件衬肩可以是%i之中的任何一对。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公主就要大婚了，我们做臣子的总要送点公主喜欢的东西啊。你能帮我找一件衬装来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_608}	#{RW_20080321_610}			0	0	赫连铁树	0	70	-1	-1	-1	1		2	64	100	1																							104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039354	101	10	0	1	0	1	113	63	银川公主任务	找一对衬肩交给#G洛阳城#W的#R赫连铁树#{_INFOAIM113,63,0,赫连铁树}。这件衬肩可以是%i之中的任何一对。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公主就要大婚了，我们做臣子的总要送点公主喜欢的东西啊。你能帮我找一件衬装来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_608}	#{RW_20080321_610}			0	0	赫连铁树	0	70	-1	-1	-1	1		2	65	100	1																							104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039355	101	10	0	1	0	1	113	63	银川公主任务	#{RW_20080321_601}	    奉我西夏国皇帝之命，为公主婚事，置办嫁礼。不想有4箱精致妆奁路过辽西时被黑衣马匪抢了去，那里不是我西夏国的领地，所以要有劳%R相助帮我取回来。	#{RW_20080321_609}	#{RW_20080321_611}			0	0	赫连铁树	0	70	-1	-1	-1	1	黑衣马匪	0	40004410	100	4																							104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039356	101	10	0	1	0	1	113	63	银川公主任务	#{RW_20080321_602}	    奉我西夏国皇帝之命，为公主婚事，置办嫁礼。不想有6箱燕山胭脂路过南诏时被藤甲贼抢了去，那里不是我西夏国的领地，所以要有劳%R相助帮我取回来。	#{RW_20080321_609}	#{RW_20080321_611}			0	0	赫连铁树	0	80	-1	-1	-1	1	藤甲贼	0	40004411	100	6																							104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039357	101	10	0	1	0	1	113	63	银川公主任务	#{RW_20080321_603}	    奉我西夏国皇帝之命，为公主婚事，置办嫁礼。不想有6箱大内宫花路过苗疆时被永夜修罗抢了去，那里不是我西夏国的领地，所以要有劳%R相助帮我取回来。	#{RW_20080321_609}	#{RW_20080321_611}			0	0	赫连铁树	0	90	-1	-1	-1	1	永夜修罗	0	40004412	100	6																							104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##段延庆任务																																																																																						
1039400	101	10	0	1	0	1	215	284	段延庆任务	找一把武器交给#G大理城#W的#R段延庆#W#{_INFOAIM215,284,2,段延庆}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老夫想要积蓄军器，招募义兵。你能帮我找一把武器来吗？%R只要找到%i之中的任何一把就可以了。	#{RW_20080321_630}	#{RW_20080321_632}			0	2	段延庆	0	20	-1	-1	-1	1		2	16	100	1																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039401	101	10	0	1	0	1	215	284	段延庆任务	找一把武器交给#G大理城#W的#R段延庆#W#{_INFOAIM215,284,2,段延庆}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老夫想要积蓄军器，招募义兵。你能帮我找一把武器来吗？%R只要找到%i之中的任何一把就可以了。	#{RW_20080321_630}	#{RW_20080321_632}			0	2	段延庆	0	20	-1	-1	-1	1		2	17	100	1																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039402	101	10	0	1	0	1	215	284	段延庆任务	找一把武器交给#G大理城#W的#R段延庆#W#{_INFOAIM215,284,2,段延庆}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老夫想要积蓄军器，招募义兵。你能帮我找一把武器来吗？%R只要找到%i之中的任何一把就可以了。	#{RW_20080321_630}	#{RW_20080321_632}			0	2	段延庆	0	20	-1	-1	-1	1		2	18	100	1																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039403	101	10	0	1	0	1	215	284	段延庆任务	找一把武器交给#G大理城#W的#R段延庆#W#{_INFOAIM215,284,2,段延庆}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老夫想要积蓄军器，招募义兵。你能帮我找一把武器来吗？%R只要找到%i之中的任何一把就可以了。	#{RW_20080321_630}	#{RW_20080321_632}			0	2	段延庆	0	20	-1	-1	-1	1		2	19	100	1																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039404	101	10	0	1	0	1	215	284	段延庆任务	找一把武器交给#G大理城#W的#R段延庆#W#{_INFOAIM215,284,2,段延庆}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老夫想要积蓄军器，招募义兵。你能帮我找一把武器来吗？%R只要找到%i之中的任何一把就可以了。	#{RW_20080321_630}	#{RW_20080321_632}			0	2	段延庆	0	20	-1	-1	-1	1		2	20	100	1																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039405	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_613}	#{RW_20080321_622}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	段延庆	0	20	-1	-1	-1	1	赤脚野人	0	40004341	100	2																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039406	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_614}	#{RW_20080321_623}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	段延庆	0	30	-1	-1	-1	1	纵火水鬼	0	40004342	100	2																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039407	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_615}	#{RW_20080321_624}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	段延庆	0	40	-1	-1	-1	1	狼族土司	0	40004343	100	3																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039408	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_616}	#{RW_20080321_625}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	段延庆	0	50	-1	-1	-1	1	花岗石人	0	40004344	100	3																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039409	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_617}	#{RW_20080321_626}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	段延庆	0	60	-1	-1	-1	1	棚民	0	40004345	100	4																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039410	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_618}	#{RW_20080321_627}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	段延庆	0	70	-1	-1	-1	1	红衣马匪	0	40004346	100	4																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039411	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_619}	#{RW_20080321_628}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	段延庆	0	80	-1	-1	-1	1	藤甲勇士	0	40004347	100	6																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039412	101	10	0	1	0	1	215	284	段延庆任务	#{RW_20080321_620}	#{RW_20080321_629}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	段延庆	0	90	-1	-1	-1	1	南海盗神	0	40004348	100	6																							94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##段誉任务																																																																																						
1039450	101	10	0	1	0	1	62	35	段誉任务	找一件衣服交给#G大理城#W的#R段正淳#W#{_INFOAIM63,35,2,段正淳}。这件衣服可以是%i之中的任何一件。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    誉儿常年在外奔波，本王打算为他挑一件衣服。你能帮我找一件衣服来吗？只要找到%i之中的任何一件就可以了。	#{RW_20080321_652}	#{RW_20080321_654}			0	2	段正淳	0	20	-1	-1	-1	1		2	21	100	1																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039451	101	10	0	1	0	1	62	35	段誉任务	找一件衣服交给#G大理城#W的#R段正淳#W#{_INFOAIM63,35,2,段正淳}。这件衣服可以是%i之中的任何一件。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    誉儿常年在外奔波，本王打算为他挑一件衣服。你能帮我找一件衣服来吗？只要找到%i之中的任何一件就可以了。	#{RW_20080321_652}	#{RW_20080321_654}			0	2	段正淳	0	20	-1	-1	-1	1		2	22	100	1																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039452	101	10	0	1	0	1	62	35	段誉任务	找一件衣服交给#G大理城#W的#R段正淳#W#{_INFOAIM63,35,2,段正淳}。这件衣服可以是%i之中的任何一件。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    誉儿常年在外奔波，本王打算为他挑一件衣服。你能帮我找一件衣服来吗？只要找到%i之中的任何一件就可以了。	#{RW_20080321_652}	#{RW_20080321_654}			0	2	段正淳	0	20	-1	-1	-1	1		2	23	100	1																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039453	101	10	0	1	0	1	62	35	段誉任务	找一件衣服交给#G大理城#W的#R段正淳#W#{_INFOAIM63,35,2,段正淳}。这件衣服可以是%i之中的任何一件。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    誉儿常年在外奔波，本王打算为他挑一件衣服。你能帮我找一件衣服来吗？只要找到%i之中的任何一件就可以了。	#{RW_20080321_652}	#{RW_20080321_654}			0	2	段正淳	0	20	-1	-1	-1	1		2	24	100	1																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039454	101	10	0	1	0	1	62	35	段誉任务	找一件衣服交给#G大理城#W的#R段正淳#W#{_INFOAIM63,35,2,段正淳}。这件衣服可以是%i之中的任何一件。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    誉儿常年在外奔波，本王打算为他挑一件衣服。你能帮我找一件衣服来吗？只要找到%i之中的任何一件就可以了。	#{RW_20080321_652}	#{RW_20080321_654}			0	2	段正淳	0	20	-1	-1	-1	1		2	25	100	1																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039455	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_635}	#{RW_20080321_644}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	段正淳	0	20	-1	-1	-1	1	赤脚野人	0	40004360	100	2																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039456	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_636}	#{RW_20080321_645}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	段正淳	0	30	-1	-1	-1	1	拦路水鬼	0	40004360	100	2																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039457	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_637}	#{RW_20080321_646}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	段正淳	0	40	-1	-1	-1	1	秦家寨劫匪	0	40004361	100	3																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039458	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_638}	#{RW_20080321_647}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	段正淳	0	50	-1	-1	-1	1	山越盗匪	0	40004361	100	3																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039459	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_639}	#{RW_20080321_648}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	段正淳	0	60	-1	-1	-1	1	丛林野人	0	40004361	100	4																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039460	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_640}	#{RW_20080321_649}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	段正淳	0	70	-1	-1	-1	1	黑衣马匪	0	40004362	100	4																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039461	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_641}	#{RW_20080321_650}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	段正淳	0	80	-1	-1	-1	1	藤甲贼	0	40004362	100	6																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039462	101	10	0	1	0	1	62	35	段誉任务	#{RW_20080321_642}	#{RW_20080321_651}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	段正淳	0	90	-1	-1	-1	1	永夜修罗	0	40004362	100	6																							95	1	你和段誉的关系上升了1点。	2	你和段誉的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##阿碧任务																																																																																						
1039500	101	10	0	1	0	1	128	74	阿碧任务	找一顶帽子交给#G苏州城#W的#R阿碧#W#{_INFOAIM128,74,1,阿碧}。这顶帽子可以是%i之中的任何一顶。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公子爷的帽子都旧了呢！你能帮我找一顶帽子来吗？只要找到%i之中的任何一顶就可以了。	#{RW_20080321_672}	#{RW_20080321_674}			0	1	阿碧	0	30	-1	-1	-1	1		2	26	100	1																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039501	101	10	0	1	0	1	128	74	阿碧任务	找一顶帽子交给#G苏州城#W的#R阿碧#W#{_INFOAIM128,74,1,阿碧}。这顶帽子可以是%i之中的任何一顶。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公子爷的帽子都旧了呢！你能帮我找一顶帽子来吗？只要找到%i之中的任何一顶就可以了。	#{RW_20080321_672}	#{RW_20080321_674}			0	1	阿碧	0	30	-1	-1	-1	1		2	27	100	1																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039502	101	10	0	1	0	1	128	74	阿碧任务	找一顶帽子交给#G苏州城#W的#R阿碧#W#{_INFOAIM128,74,1,阿碧}。这顶帽子可以是%i之中的任何一顶。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公子爷的帽子都旧了呢！你能帮我找一顶帽子来吗？只要找到%i之中的任何一顶就可以了。	#{RW_20080321_672}	#{RW_20080321_674}			0	1	阿碧	0	30	-1	-1	-1	1		2	28	100	1																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039503	101	10	0	1	0	1	128	74	阿碧任务	找一顶帽子交给#G苏州城#W的#R阿碧#W#{_INFOAIM128,74,1,阿碧}。这顶帽子可以是%i之中的任何一顶。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公子爷的帽子都旧了呢！你能帮我找一顶帽子来吗？只要找到%i之中的任何一顶就可以了。	#{RW_20080321_672}	#{RW_20080321_674}			0	1	阿碧	0	30	-1	-1	-1	1		2	29	100	1																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039504	101	10	0	1	0	1	128	74	阿碧任务	找一顶帽子交给#G苏州城#W的#R阿碧#W#{_INFOAIM128,74,1,阿碧}。这顶帽子可以是%i之中的任何一顶。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    公子爷的帽子都旧了呢！你能帮我找一顶帽子来吗？只要找到%i之中的任何一顶就可以了。	#{RW_20080321_672}	#{RW_20080321_674}			0	1	阿碧	0	30	-1	-1	-1	1		2	30	100	1																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
