INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1018421	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位白姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶白姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		219	1	98;99;100;101;102	30	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018422	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位白姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶白姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		220	1	98;99;100;101;102	40	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018423	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位白姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶白姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		221	1	98;99;100;101;102	50	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018424	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位白姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶白姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		222	1	98;99;100;101;102	60	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018425	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位白姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶白姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		223	1	98;99;100;101;102	70	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018426	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位白姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶白姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		224	1	98;99;100;101;102	80	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018427	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位白姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶白姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		225	1	98;99;100;101;102	90	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018428	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位张姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶张姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		219	1	98;99;100;101;102	30	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018429	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位张姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶张姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		220	1	98;99;100;101;102	40	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018430	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位张姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶张姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		221	1	98;99;100;101;102	50	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018431	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位张姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶张姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		222	1	98;99;100;101;102	60	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018432	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位张姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶张姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		223	1	98;99;100;101;102	70	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018433	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位张姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶张姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		224	1	98;99;100;101;102	80	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018434	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位张姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶张姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		225	1	98;99;100;101;102	90	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018435	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位吴姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶吴姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		219	1	98;99;100;101;102	30	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018436	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位吴姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶吴姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		220	1	98;99;100;101;102	40	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018437	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位吴姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶吴姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		221	1	98;99;100;101;102	50	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018438	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位吴姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶吴姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		222	1	98;99;100;101;102	60	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018439	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位吴姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶吴姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		223	1	98;99;100;101;102	70	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018440	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位吴姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶吴姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		224	1	98;99;100;101;102	80	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018441	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位吴姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶吴姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		225	1	98;99;100;101;102	90	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018442	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位周姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶周姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		219	1	98;99;100;101;102	30	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018443	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位周姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶周姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		220	1	98;99;100;101;102	40	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018444	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位周姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶周姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		221	1	98;99;100;101;102	50	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018445	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位周姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶周姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		222	1	98;99;100;101;102	60	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018446	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位周姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶周姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		223	1	98;99;100;101;102	70	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018447	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位周姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶周姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		224	1	98;99;100;101;102	80	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018448	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位周姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶周姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		225	1	98;99;100;101;102	90	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018449	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位夏姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶夏姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		219	1	98;99;100;101;102	30	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018450	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位夏姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶夏姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		220	1	98;99;100;101;102	40	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018451	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位夏姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶夏姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		221	1	98;99;100;101;102	50	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018452	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位夏姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶夏姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		222	1	98;99;100;101;102	60	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018453	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位夏姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶夏姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		223	1	98;99;100;101;102	70	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018454	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位夏姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶夏姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		224	1	98;99;100;101;102	80	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018455	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位夏姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶夏姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		225	1	98;99;100;101;102	90	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
##阿紫任务																																																																															
1018500	101	10	0	1	0	1	59	83	阿紫任务	    去找到#R%n#W，去问问他新学到了什么功夫。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我离开星宿派已经很久了，这段时间里师兄师姐们一定学到了什么新的武功。你能帮我去#R%n#W那里打探一下消息吗？看看他新学到了什么功夫。	1	#{RW_20080321_42}	#{RW_20080321_43}			0	阿紫		226	1	103;104;105;106;107;108	50	-1	-1	-1	0	0	100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018501	101	10	0	1	0	1	59	83	阿紫任务	    去找到#R%n#W，去问问他新学到了什么功夫。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我离开星宿派已经很久了，这段时间里师兄师姐们一定学到了什么新的武功。你能帮我去#R%n#W那里打探一下消息吗？看看他新学到了什么功夫。	1	#{RW_20080321_42}	#{RW_20080321_43}			0	阿紫		227	1	103;104;105;106;107;108	60	-1	-1	-1	0	0	100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
