INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
1010	58	0	Buff2_8				cw_shixue		身体受击点	0	0	0	1	0		狂暴：会心攻击增加
1011	25	0	Buff1_3							0	1	1	0	0		破绽：会心防御降低
1012	1012	0	FightSkillMingJiao_9	g01_em_buff1114	interface\sound_shengji.wav	脚下光圈点	g01_dl_中冲剑01		脚下光圈点	0	0	0	1	0		斗转星移：以彼之道，还施彼身
1013	98	0	Buff1_5							0	1	1	0	0		僵硬：闪避降低
1014	1014	0	Buff2_8				cw_shixue		身体受击点	0	0	0	0	0		狂暴：攻击增加，防御减弱
1015	1015	0	PetSkill3_7				cw_shixue蓝		身体受击点	0	0	0	0	0		憨厚：防御增加，攻击减弱
1016	1016	0	Buff2_8				cw_shixue		身体受击点	0	0	0	0	0		狂暴：攻击大副提升，防御减弱
1017	1017	0	PetSkill3_5				cw_shixue黄		身体受击点	0	0	0	0	0		拼命：会心攻击、命中增加，会心防御、躲避减弱
1018	1018	0	PetSkill4_1				cw_shengyou		头顶状态点	0	0	0	1	0		神佑：不会受到伤害
1019	30	0	Buff1_4				g01_xy_jq_黄金甲_1		头顶状态点	0	0	0	0	0		破绽百出：被王语嫣指出招式破绽
1020	25	0	Buff1_3							0	1	1	0	0		破绽：发功类技能持续时间减少
1021	1001	0	Buff4_16							0	0	0	0	0		免疫失明和恐惧效果
1022	1022	0	MakeMaterial8_16							0	0	0	0	0		雪人的祝福：增加所有属性各10点
1023	334	0	TaskTools3_3							0	0	0	1	0		开宝箱保护：无敌，移动或使用技能后保护即会消失
1024	1024	0	Huodong_16							1	0	0	0	0		五一赠礼：BUFF消失后，可在师门掌门人处领取赠礼
#																
