INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
23435	±‰“Ï–‹√®À´œ¿	2343	65	9	1	0	100	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1903	1420	689	1241	965	1153	1268	1325	1498	1729	50	150	200	100	500	7200000	23430
23439	–‹√®À´œ¿±¶±¶	2343	65	9	0	1	100	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1464	1092	530	954	742	1153	1268	1325	1498	1729	50	150	200	100	500	7200000	23430
23440	≥…ƒÍ–‹√®À´œ¿	2344	75	9	0	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1520	1135	551	991	771	1255	1380	1443	1631	1882	50	150	200	100	500	7200000	23440
23441	±‰“Ï–‹√®À´œ¿	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1596	1191	578	1041	809	1255	1380	1443	1631	1882	50	150	200	100	500	7200000	23440
23442	±‰“Ï–‹√®À´œ¿	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1672	1248	606	1090	848	1255	1380	1443	1631	1882	50	150	200	100	500	7200000	23440
23443	±‰“Ï–‹√®À´œ¿	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1748	1305	633	1140	887	1255	1380	1443	1631	1882	50	150	200	100	500	7200000	23440
23444	±‰“Ï–‹√®À´œ¿	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1824	1362	661	1190	925	1255	1380	1443	1631	1882	50	150	200	100	500	7200000	23440
23445	±‰“Ï–‹√®À´œ¿	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1900	1418	688	1239	964	1255	1380	1443	1631	1882	50	150	200	100	500	7200000	23440
23446	±‰“Ï–‹√®À´œ¿	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1976	1475	716	1289	1002	1255	1380	1443	1631	1882	50	150	200	100	500	7200000	23440
23449	–‹√®À´œ¿±¶±¶	2344	75	9	0	1	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1520	1135	551	991	771	1255	1380	1443	1631	1882	50	150	200	100	500	7200000	23440
23450	≥…ƒÍ–‹√®À´œ¿	2345	85	9	0	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1575	1176	571	1027	799	1357	1492	1560	1764	2035	50	150	200	100	500	7200000	23450
23451	±‰“Ï–‹√®À´œ¿	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	50	150	200	100	500	7200000	23450
23452	±‰“Ï–‹√®À´œ¿	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	50	150	200	100	500	7200000	23450
23453	±‰“Ï–‹√®À´œ¿	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1778	1327	644	1159	902	1357	1492	1560	1764	2035	50	150	200	100	500	7200000	23450
23454	±‰“Ï–‹√®À´œ¿	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1846	1377	668	1203	936	1357	1492	1560	1764	2035	50	150	200	100	500	7200000	23450
23455	±‰“Ï–‹√®À´œ¿	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1913	1428	693	1248	970	1357	1492	1560	1764	2035	50	150	200	100	500	7200000	23450
23456	±‰“Ï–‹√®À´œ¿	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1981	1478	717	1292	1004	1357	1492	1560	1764	2035	50	150	200	100	500	7200000	23450
23457	±‰“Ï–‹√®À´œ¿	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2048	1529	742	1336	1039	1357	1492	1560	1764	2035	50	150	200	100	500	7200000	23450
23459	–‹√®À´œ¿±¶±¶	2345	85	9	0	1	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1575	1176	571	1027	799	1357	1492	1560	1764	2035	50	150	200	100	500	7200000	23450
23460	≥…ƒÍ–‹√®À´œ¿	2346	95	9	0	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1632	1218	591	1064	828	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23461	±‰“Ï–‹√®À´œ¿	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23462	±‰“Ï–‹√®À´œ¿	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23463	±‰“Ï–‹√®À´œ¿	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1816	1355	658	1184	921	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23464	±‰“Ï–‹√®À´œ¿	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1877	1401	680	1224	952	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23465	±‰“Ï–‹√®À´œ¿	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1938	1446	702	1264	983	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23466	±‰“Ï–‹√®À´œ¿	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1999	1492	724	1304	1014	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23467	±‰“Ï–‹√®À´œ¿	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2061	1538	746	1344	1045	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23468	±‰“Ï–‹√®À´œ¿	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2122	1584	768	1384	1076	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23469	–‹√®À´œ¿±¶±¶	2346	95	9	0	1	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1632	1218	591	1064	828	1459	1604	1677	1896	2388	50	150	200	100	500	7200000	23460
23470	≥…ƒÍ’–≤Ò√®	2347	20	9	0	0	1000	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	800	150	20	20	10	7200000	23470
23471	±‰“Ï’–≤Ò√®	2347	20	9	1	0	1000	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	705	806	1311	806	1109	693	762	796	900	1039	800	150	20	20	10	7200000	23470
23472	±‰“Ï’–≤Ò√®	2347	20	9	1	0	1000	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	798	912	1482	912	1254	693	762	796	900	1039	800	150	20	20	10	7200000	23470
23479	’–≤Ò√®±¶±¶	2347	20	9	0	1	1000	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	800	150	20	20	10	7200000	23470
23490	≥…ƒÍ’¬”„	2349	20	9	0	0	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	250	500	50	150	50	7200000	23490
23491	±‰“Ï’¬”„	2349	20	9	1	0	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	705	806	1311	806	1109	693	762	796	900	1039	250	500	50	150	50	7200000	23490
23492	±‰“Ï’¬”„	2349	20	9	1	0	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	798	912	1482	912	1254	693	762	796	900	1039	250	500	50	150	50	7200000	23490
23499	’¬”„±¶±¶	2349	20	9	0	1	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	250	500	50	150	50	7200000	23490
23500	≥…ƒÍ’¬”„	2350	45	9	0	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	250	500	50	150	50	7200000	23500
23501	±‰“Ï’¬”„	2350	45	9	1	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	250	500	50	150	50	7200000	23500
23502	±‰“Ï’¬”„	2350	45	9	1	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	250	500	50	150	50	7200000	23500
23503	±‰“Ï’¬”„	2350	45	9	1	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	250	500	50	150	50	7200000	23500
23509	’¬”„±¶±¶	2350	45	9	0	1	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	250	500	50	150	50	7200000	23500
23510	≥…ƒÍ’¬”„	2351	55	9	0	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	250	500	50	150	50	7200000	23510
23511	±‰“Ï’¬”„	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	250	500	50	150	50	7200000	23510
23512	±‰“Ï’¬”„	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	250	500	50	150	50	7200000	23510
23513	±‰“Ï’¬”„	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	250	500	50	150	50	7200000	23510
23514	±‰“Ï’¬”„	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	250	500	50	150	50	7200000	23510
23519	’¬”„±¶±¶	2351	55	9	0	1	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	250	500	50	150	50	7200000	23510
23520	≥…ƒÍ’¬”„	2352	65	9	0	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	250	500	50	150	50	7200000	23520
23521	±‰“Ï’¬”„	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	250	500	50	150	50	7200000	23520
23522	±‰“Ï’¬”„	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	250	500	50	150	50	7200000	23520
23523	±‰“Ï’¬”„	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	250	500	50	150	50	7200000	23520
23524	±‰“Ï’¬”„	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	250	500	50	150	50	7200000	23520
23525	±‰“Ï’¬”„	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	250	500	50	150	50	7200000	23520
23529	’¬”„±¶±¶	2352	65	9	0	1	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	250	500	50	150	50	7200000	23520
23530	≥…ƒÍ’¬”„	2353	75	9	0	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	250	500	50	150	50	7200000	23530
23531	±‰“Ï’¬”„	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	250	500	50	150	50	7200000	23530
23532	±‰“Ï’¬”„	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	250	500	50	150	50	7200000	23530
23533	±‰“Ï’¬”„	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	250	500	50	150	50	7200000	23530
23534	±‰“Ï’¬”„	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	250	500	50	150	50	7200000	23530
23535	±‰“Ï’¬”„	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	250	500	50	150	50	7200000	23530
23536	±‰“Ï’¬”„	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	250	500	50	150	50	7200000	23530
23539	’¬”„±¶±¶	2353	75	9	0	1	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	250	500	50	150	50	7200000	23530
23540	≥…ƒÍ’¬”„	2354	85	9	0	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	250	500	50	150	50	7200000	23540
23541	±‰“Ï’¬”„	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	250	500	50	150	50	7200000	23540
23542	±‰“Ï’¬”„	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	250	500	50	150	50	7200000	23540
23543	±‰“Ï’¬”„	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	250	500	50	150	50	7200000	23540
23544	±‰“Ï’¬”„	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	250	500	50	150	50	7200000	23540
23545	±‰“Ï’¬”„	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	250	500	50	150	50	7200000	23540
23546	±‰“Ï’¬”„	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	250	500	50	150	50	7200000	23540
23547	±‰“Ï’¬”„	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	250	500	50	150	50	7200000	23540
23549	’¬”„±¶±¶	2354	85	9	0	1	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	250	500	50	150	50	7200000	23540
23550	≥…ƒÍ’¬”„	2355	95	9	0	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23551	±‰“Ï’¬”„	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23552	±‰“Ï’¬”„	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23553	±‰“Ï’¬”„	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1710	1052	1447	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23554	±‰“Ï’¬”„	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1768	1088	1496	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23555	±‰“Ï’¬”„	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1826	1123	1545	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23556	±‰“Ï’¬”„	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1883	1159	1594	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23557	±‰“Ï’¬”„	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	1941	1194	1642	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23558	±‰“Ï’¬”„	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	1999	1230	1691	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23559	’¬”„±¶±¶	2355	95	9	0	1	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	250	500	50	150	50	7200000	23550
23560	≥…ƒÍµ˚¡µª®	2356	5	9	0	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	7200000	23560
23561	±‰“Ïµ˚¡µª®	2356	5	9	1	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	100	200	100	100	7200000	23560
23562	±‰“Ïµ˚¡µª®	2356	5	9	1	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	100	200	100	100	7200000	23560
23569	µ˚¡µª®±¶±¶	2356	5	9	0	1	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	7200000	23560
23570	≥…ƒÍµ˚¡µª®	2357	45	9	0	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	7200000	23570
23571	±‰“Ïµ˚¡µª®	2357	45	9	1	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	100	200	100	100	7200000	23570
23572	±‰“Ïµ˚¡µª®	2357	45	9	1	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	100	200	100	100	7200000	23570
23573	±‰“Ïµ˚¡µª®	2357	45	9	1	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	100	200	100	100	7200000	23570
23579	µ˚¡µª®±¶±¶	2357	45	9	0	1	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	7200000	23570
23580	≥…ƒÍµ˚¡µª®	2358	55	9	0	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	100	200	100	100	7200000	23580
23581	±‰“Ïµ˚¡µª®	2358	55	9	1	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	100	200	100	100	7200000	23580
