INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10210005	1	2	10	5	1	119	1	53	4	珠玉帽	22	锦帛做的帽子，美轮美奂，典雅华贵。	169	811	140	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	Hat1_9	帽子	2094	2002	0
10210006	1	2	10	6	1	225	1	63	4	碧夕帽	22	丝绸做的帽子，美轮美奂，典雅华贵。	169	811	140	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	Hat1_5	帽子	2095	2002	0
10210007	1	2	10	7	1	111	1	54	4	软狐帽	32	镶有狼牙的帽子，初露锋芒，坚固有力。	331	1589	152	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	Hat1_13	帽子	2096	2002	0
10210008	1	2	10	8	1	97	1	64	4	元武帽	32	镶有狼爪的帽子，初露锋芒，坚固有力。	331	1589	152	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	Hat1_13	帽子	2097	2002	0
10210009	1	2	10	9	1	345	1	55	4	赤血冠	42	镶有虎牙的帽子，锋芒毕露，霸气十足。	554	2659	165	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_3	帽子	2098	2002	0
10210010	1	2	10	10	1	93	1	65	4	魈阳冠	42	镶有虎爪的帽子，锋芒毕露，霸气十足。	554	2659	165	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_4	帽子	2099	2002	0
10210011	1	2	10	11	1	226	1	56	4	寒霜冠	52	蛟龙皮和银丝线合制而成，触感柔软，有很强的防御能力。	890	4272	177	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_6	帽子	2100	2002	0
10210012	1	2	10	12	1	227	1	66	4	元灵冠	52	乌蚕丝和银丝线合制而成，触感柔软，有很强的防御能力。	890	4272	177	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_9	帽子	2101	2002	0
10210013	1	2	10	13	1	113	1	57	4	地皇冠	62	帽身绘有天枢星图，玄妙无比。	1255	6024	190	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_14	帽子	2102	2002	0
10210014	1	2	10	14	1	99	1	67	4	七星冠	62	帽身绘有天玑星图，玄妙无比。	1255	6024	190	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_13	帽子	2103	2002	0
10210015	1	2	10	15	1	234	1	58	4	傲凰帽	72	传为贪狼星君所造，仙气环绕，光彩夺目。	1640	7872	202	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	Hat3_8	帽子	2104	2002	0
10210016	1	2	10	16	1	234	1	68	4	引凤帽	72	传为巨门星君所造，仙气环绕，光彩夺目。	1640	7872	202	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	Hat3_8	帽子	2105	2002	0
10210017	1	2	10	17	1	431	1	59	4	浴火天冠	82	不知为何物质制成，上有浮云千丈，名动天下。	2240	10752	215	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	77	-1	-1	-1	Hat4_2	帽子	2106	2002	0
10210018	1	2	10	18	1	436	1	69	4	沐水天冠	82	不知为何物质制成，上有龙翔万里，名动天下。	2240	10752	215	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	77	-1	-1	-1	Hat4_2	帽子	2107	2002	0
10210019	1	2	10	19	1	397	1	60	4	玄羽圣巾	92	女娲补天时用的五彩石矶所造，吸收日月精华，赋有无穷灵力。	3160	15168	227	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	-1	86	-1	-1	-1	Hat4_7	帽子	2108	2002	0
10210020	1	2	10	20	1	393	1	70	4	幻世圣巾	92	来自冥间，地狱之火烧练而成，怨气浓重，魔性强大。	3160	15168	227	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	-1	86	-1	-1	-1	Hat4_7	帽子	2109	2002	0
10211001	1	2	11	1	4	48	1	51	4	棉麻鞋	4	粗布做的鞋子，适合初入江湖者使用。	50	240	117	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_3	鞋	2110	2002	0
10211002	1	2	11	2	4	48	1	61	4	云绸鞋	4	麻布做的鞋子，适合初入江湖者使用。	50	240	117	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_3	鞋	2111	2002	0
10211003	1	2	11	4	4	47	1	52	4	春韵鞋	14	纱绒做的鞋子，精致无比，华美舒适。	115	552	130	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	Shoes1_6	鞋	2112	2002	0
10211004	1	2	11	5	4	41	1	62	4	秋实鞋	14	绢丝做的鞋子，精致无比，华美舒适。	115	552	130	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	Shoes1_8	鞋	2113	2002	0
10211005	1	2	11	6	4	59	1	53	4	珠玉鞋	24	锦帛做的鞋子，美轮美奂，典雅华贵。	195	936	142	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_14	鞋	2114	2002	0
10211006	1	2	11	7	4	165	1	63	4	碧夕鞋	24	丝绸做的鞋子，美轮美奂，典雅华贵。	195	936	142	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_14	鞋	2115	2002	0
10211007	1	2	11	9	4	51	1	54	4	软狐鞋	34	镶有狼牙的鞋子，初露锋芒，坚固有力。	365	1752	155	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_1	鞋	2116	2002	0
10211008	1	2	11	10	4	37	1	64	4	元武鞋	34	镶有狼爪的鞋子，初露锋芒，坚固有力。	365	1752	155	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_1	鞋	2117	2002	0
10211009	1	2	11	12	4	285	1	55	4	赤血鞋	44	镶有虎牙的鞋子，锋芒毕露，霸气十足。	610	2928	167	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_9	鞋	2118	2002	0
10211010	1	2	11	13	4	33	1	65	4	魈阳鞋	44	镶有虎爪的鞋子，锋芒毕露，霸气十足。	610	2928	167	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_9	鞋	2119	2002	0
10211011	1	2	11	15	4	166	1	56	4	寒霜鞋	54	蛟龙皮和银丝线合制而成，触感柔软，有很强的防御能力。	950	4560	180	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_11	鞋	2120	2002	0
10211012	1	2	11	16	4	167	1	66	4	元灵鞋	54	乌蚕丝和银丝线合制而成，触感柔软，有很强的防御能力。	950	4560	180	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_12	鞋	2121	2002	0
10211013	1	2	11	18	4	53	1	57	4	地皇鞋	64	鞋身绘有天枢星图，玄妙无比。	1325	6360	192	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_3	鞋	2122	2002	0
10211014	1	2	11	19	4	39	1	67	4	七星鞋	64	鞋身绘有天玑星图，玄妙无比。	1325	6360	192	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2123	2002	0
10211015	1	2	11	24	4	174	1	58	4	傲凰鞋	74	传为贪狼星君所造，仙气环绕，光彩夺目。	1685	8088	205	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	-1	93	-1	-1	-1	Shoes4_2	鞋	2124	2002	0
10211016	1	2	11	25	4	174	1	68	4	引凤鞋	74	传为巨门星君所造，仙气环绕，光彩夺目。	1685	8088	205	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	-1	93	-1	-1	-1	Shoes4_2	鞋	2125	2002	0
10211017	1	2	11	36	4	411	1	59	4	浴火天靴	84	不知为何物质制成，上有浮云千丈，名动天下。	2310	11088	217	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Shoes4_7	鞋	2126	2002	0
10211018	1	2	11	37	4	416	1	69	4	沐水天靴	84	不知为何物质制成，上有龙翔万里，名动天下。	2310	11088	217	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Shoes4_7	鞋	2127	2002	0
10211019	1	2	11	45	4	377	1	60	4	玄羽圣鞋	94	女娲补天时用的五彩石矶所造，吸收日月精华，赋有无穷灵力。	3240	15552	230	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	-1	117	-1	-1	-1	Shoes4_12	鞋	2128	2002	0
10211020	1	2	11	46	4	373	1	70	4	幻世圣鞋	94	来自冥间，地狱之火烧练而成，怨气浓重，魔性强大。	3240	15552	230	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	-1	117	-1	-1	-1	Shoes4_12	鞋	2129	2002	0
10212001	1	2	12	1	3	78	1	51	4	棉麻护腕	6	粗布做的护腕，适合初入江湖者使用。	70	336	120	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	15	-1	-1	-1	Cuff1_1	护腕	2130	2002	0
10212002	1	2	12	2	3	78	1	61	4	云绸护腕	6	麻布做的护腕，适合初入江湖者使用。	70	336	120	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	15	-1	-1	-1	Cuff1_1	护腕	2131	2002	0
10212003	1	2	12	3	3	77	1	52	4	春韵护腕	16	纱绒做的护腕，精致无比，华美舒适。	121	581	132	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	Cuff1_5	护腕	2132	2002	0
10212004	1	2	12	4	3	71	1	62	4	秋实护腕	16	绢丝做的护腕，精致无比，华美舒适。	121	581	132	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	Cuff1_7	护腕	2133	2002	0
10212005	1	2	12	5	3	89	1	53	4	珠玉护腕	26	锦帛做的护腕，美轮美奂，典雅华贵。	221	1061	145	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Cuff1_11	护腕	2134	2002	0
10212006	1	2	12	6	3	195	1	63	4	碧夕护腕	26	绸缎做的护腕，美轮美奂，典雅华贵。	221	1061	145	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Cuff1_11	护腕	2135	2002	0
10212007	1	2	12	7	3	81	1	54	4	软狐护腕	36	镶有狼牙的护腕，初露锋芒，坚固有力。	399	1915	157	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Cuff1_13	护腕	2136	2002	0
10212008	1	2	12	8	3	67	1	64	4	元武护腕	36	镶有狼爪的护腕，初露锋芒，坚固有力。	399	1915	157	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Cuff1_14	护腕	2137	2002	0
