INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
102	191364	1279759	137353	26465153	769174	79395458	769174	79395458	206029	39697729	206029	39697729	769174	79395458	137353	26465153	769174	79395458	769174	79395458	206029	39697729	206029	39697729	769174	79395458	137353	26465153	769174	79395458	769174	79395458	206029	39697729	206029	39697729	769174	79395458	137353	26465153	769174	79395458	769174	79395458	206029	39697729	206029	39697729	769174	79395458	137353	26465153	769174	79395458	769174	79395458	206029	39697729	206029	39697729	769174	79395458	137353	26465153	769174	79395458	769174	79395458	206029	39697729	206029	39697729	769174	79395458	137353	26465153	769174	79395458	769174	79395458	206029	39697729	206029	39697729	769174	79395458	137353	26465153	769174	79395458	769174	79395458	206029	39697729	206029	39697729	769174	79395458	137353	26465153	769174	79395458	769174	79395458	206029	39697729	206029	39697729	769174	79395458	824115	105860610	824115	105860610	824115	105860610	824115	105860610	824115	105860610	824115	105860610	824115	105860610	824115	105860610	824115	105860610
103	203895	1312377	141957	26899399	794959	80698197	794959	80698197	212936	40349099	212936	40349099	794959	80698197	141957	26899399	794959	80698197	794959	80698197	212936	40349099	212936	40349099	794959	80698197	141957	26899399	794959	80698197	794959	80698197	212936	40349099	212936	40349099	794959	80698197	141957	26899399	794959	80698197	794959	80698197	212936	40349099	212936	40349099	794959	80698197	141957	26899399	794959	80698197	794959	80698197	212936	40349099	212936	40349099	794959	80698197	141957	26899399	794959	80698197	794959	80698197	212936	40349099	212936	40349099	794959	80698197	141957	26899399	794959	80698197	794959	80698197	212936	40349099	212936	40349099	794959	80698197	141957	26899399	794959	80698197	794959	80698197	212936	40349099	212936	40349099	794959	80698197	141957	26899399	794959	80698197	794959	80698197	212936	40349099	212936	40349099	794959	80698197	851742	107597596	851742	107597596	851742	107597596	851742	107597596	851742	107597596	851742	107597596	851742	107597596	851742	107597596	851742	107597596
104	216755	1345378	146645	27345195	821209	82035585	821209	82035585	219967	41017793	219967	41017793	821209	82035585	146645	27345195	821209	82035585	821209	82035585	219967	41017793	219967	41017793	821209	82035585	146645	27345195	821209	82035585	821209	82035585	219967	41017793	219967	41017793	821209	82035585	146645	27345195	821209	82035585	821209	82035585	219967	41017793	219967	41017793	821209	82035585	146645	27345195	821209	82035585	821209	82035585	219967	41017793	219967	41017793	821209	82035585	146645	27345195	821209	82035585	821209	82035585	219967	41017793	219967	41017793	821209	82035585	146645	27345195	821209	82035585	821209	82035585	219967	41017793	219967	41017793	821209	82035585	146645	27345195	821209	82035585	821209	82035585	219967	41017793	219967	41017793	821209	82035585	146645	27345195	821209	82035585	821209	82035585	219967	41017793	219967	41017793	821209	82035585	879867	109380780	879867	109380780	879867	109380780	879867	109380780	879867	109380780	879867	109380780	879867	109380780	879867	109380780	879867	109380780
105	236811	1378763	151416	27802767	847926	83408300	847926	83408300	227123	41704150	227123	41704150	847926	83408300	151416	27802767	847926	83408300	847926	83408300	227123	41704150	227123	41704150	847926	83408300	151416	27802767	847926	83408300	847926	83408300	227123	41704150	227123	41704150	847926	83408300	151416	27802767	847926	83408300	847926	83408300	227123	41704150	227123	41704150	847926	83408300	151416	27802767	847926	83408300	847926	83408300	227123	41704150	227123	41704150	847926	83408300	151416	27802767	847926	83408300	847926	83408300	227123	41704150	227123	41704150	847926	83408300	151416	27802767	847926	83408300	847926	83408300	227123	41704150	227123	41704150	847926	83408300	151416	27802767	847926	83408300	847926	83408300	227123	41704150	227123	41704150	847926	83408300	151416	27802767	847926	83408300	847926	83408300	227123	41704150	227123	41704150	847926	83408300	908493	111211066	908493	111211066	908493	111211066	908493	111211066	908493	111211066	908493	111211066	908493	111211066	908493	111211066	908493	111211066
106	320000	1412532	157301	28272338	880885	84817013	880885	84817013	235952	42408506	235952	42408506	880885	84817013	157301	28272338	880885	84817013	880885	84817013	235952	42408506	235952	42408506	880885	84817013	157301	28272338	880885	84817013	880885	84817013	235952	42408506	235952	42408506	880885	84817013	157301	28272338	880885	84817013	880885	84817013	235952	42408506	235952	42408506	880885	84817013	157301	28272338	880885	84817013	880885	84817013	235952	42408506	235952	42408506	880885	84817013	157301	28272338	880885	84817013	880885	84817013	235952	42408506	235952	42408506	880885	84817013	157301	28272338	880885	84817013	880885	84817013	235952	42408506	235952	42408506	880885	84817013	157301	28272338	880885	84817013	880885	84817013	235952	42408506	235952	42408506	880885	84817013	157301	28272338	880885	84817013	880885	84817013	235952	42408506	235952	42408506	880885	84817013	943806	113089350	943806	113089350	943806	113089350	943806	113089350	943806	113089350	943806	113089350	943806	113089350	943806	113089350	943806	113089350
107	320000	1446686	162601	28754134	910565	86262402	910565	86262402	243902	43131201	243902	43131201	910565	86262402	162601	28754134	910565	86262402	910565	86262402	243902	43131201	243902	43131201	910565	86262402	162601	28754134	910565	86262402	910565	86262402	243902	43131201	243902	43131201	910565	86262402	162601	28754134	910565	86262402	910565	86262402	243902	43131201	243902	43131201	910565	86262402	162601	28754134	910565	86262402	910565	86262402	243902	43131201	243902	43131201	910565	86262402	162601	28754134	910565	86262402	910565	86262402	243902	43131201	243902	43131201	910565	86262402	162601	28754134	910565	86262402	910565	86262402	243902	43131201	243902	43131201	910565	86262402	162601	28754134	910565	86262402	910565	86262402	243902	43131201	243902	43131201	910565	86262402	162601	28754134	910565	86262402	910565	86262402	243902	43131201	243902	43131201	910565	86262402	975606	115016536	975606	115016536	975606	115016536	975606	115016536	975606	115016536	975606	115016536	975606	115016536	975606	115016536	975606	115016536
108	320000	1481222	168021	29248380	940914	87745140	940914	87745140	252031	43872570	252031	43872570	940914	87745140	168021	29248380	940914	87745140	940914	87745140	252031	43872570	252031	43872570	940914	87745140	168021	29248380	940914	87745140	940914	87745140	252031	43872570	252031	43872570	940914	87745140	168021	29248380	940914	87745140	940914	87745140	252031	43872570	252031	43872570	940914	87745140	168021	29248380	940914	87745140	940914	87745140	252031	43872570	252031	43872570	940914	87745140	168021	29248380	940914	87745140	940914	87745140	252031	43872570	252031	43872570	940914	87745140	168021	29248380	940914	87745140	940914	87745140	252031	43872570	252031	43872570	940914	87745140	168021	29248380	940914	87745140	940914	87745140	252031	43872570	252031	43872570	940914	87745140	168021	29248380	940914	87745140	940914	87745140	252031	43872570	252031	43872570	940914	87745140	1008123	116993520	1008123	116993520	1008123	116993520	1008123	116993520	1008123	116993520	1008123	116993520	1008123	116993520	1008123	116993520	1008123	116993520
109	320000	1516144	173561	29755302	971938	89265905	971938	89265905	260341	44632952	260341	44632952	971938	89265905	173561	29755302	971938	89265905	971938	89265905	260341	44632952	260341	44632952	971938	89265905	173561	29755302	971938	89265905	971938	89265905	260341	44632952	260341	44632952	971938	89265905	173561	29755302	971938	89265905	971938	89265905	260341	44632952	260341	44632952	971938	89265905	173561	29755302	971938	89265905	971938	89265905	260341	44632952	260341	44632952	971938	89265905	173561	29755302	971938	89265905	971938	89265905	260341	44632952	260341	44632952	971938	89265905	173561	29755302	971938	89265905	971938	89265905	260341	44632952	260341	44632952	971938	89265905	173561	29755302	971938	89265905	971938	89265905	260341	44632952	260341	44632952	971938	89265905	173561	29755302	971938	89265905	971938	89265905	260341	44632952	260341	44632952	971938	89265905	1041363	119021206	1041363	119021206	1041363	119021206	1041363	119021206	1041363	119021206	1041363	119021206	1041363	119021206	1041363	119021206	1041363	119021206
110	320000	1551449	179223	30275123	1003648.8	90825368	1003648.8	90825368	268835	45412684	268835	45412684	1003648.8	90825368	179223	30275123	1003648.8	90825368	1003648.8	90825368	268835	45412684	268835	45412684	1003648.8	90825368	179223	30275123	1003648.8	90825368	1003648.8	90825368	268835	45412684	268835	45412684	1003648.8	90825368	179223	30275123	1003648.8	90825368	1003648.8	90825368	268835	45412684	268835	45412684	1003648.8	90825368	179223	30275123	1003648.8	90825368	1003648.8	90825368	268835	45412684	268835	45412684	1003648.8	90825368	179223	30275123	1003648.8	90825368	1003648.8	90825368	268835	45412684	268835	45412684	1003648.8	90825368	179223	30275123	1003648.8	90825368	1003648.8	90825368	268835	45412684	268835	45412684	1003648.8	90825368	179223	30275123	1003648.8	90825368	1003648.8	90825368	268835	45412684	268835	45412684	1003648.8	90825368	179223	30275123	1003648.8	90825368	1003648.8	90825368	268835	45412684	268835	45412684	1003648.8	90825368	1075338	121100490	1075338	121100490	1075338	121100490	1075338	121100490	1075338	121100490	1075338	121100490	1075338	121100490	1075338	121100490	1075338	121100490
111	320000	1587138	185009	30808069	1036050.4	92424207	1036050.4	92424207	277514	46212104	277514	46212104	1036050.4	92424207	185009	30808069	1036050.4	92424207	1036050.4	92424207	277514	46212104	277514	46212104	1036050.4	92424207	185009	30808069	1036050.4	92424207	1036050.4	92424207	277514	46212104	277514	46212104	1036050.4	92424207	185009	30808069	1036050.4	92424207	1036050.4	92424207	277514	46212104	277514	46212104	1036050.4	92424207	185009	30808069	1036050.4	92424207	1036050.4	92424207	277514	46212104	277514	46212104	1036050.4	92424207	185009	30808069	1036050.4	92424207	1036050.4	92424207	277514	46212104	277514	46212104	1036050.4	92424207	185009	30808069	1036050.4	92424207	1036050.4	92424207	277514	46212104	277514	46212104	1036050.4	92424207	185009	30808069	1036050.4	92424207	1036050.4	92424207	277514	46212104	277514	46212104	1036050.4	92424207	185009	30808069	1036050.4	92424207	1036050.4	92424207	277514	46212104	277514	46212104	1036050.4	92424207	1110054	123232276	1110054	123232276	1110054	123232276	1110054	123232276	1110054	123232276	1110054	123232276	1110054	123232276	1110054	123232276	1110054	123232276
112	320000	1623211	190920	31354365	1069152	94063095	1069152	94063095	286380	47031548	286380	47031548	1069152	94063095	190920	31354365	1069152	94063095	1069152	94063095	286380	47031548	286380	47031548	1069152	94063095	190920	31354365	1069152	94063095	1069152	94063095	286380	47031548	286380	47031548	1069152	94063095	190920	31354365	1069152	94063095	1069152	94063095	286380	47031548	286380	47031548	1069152	94063095	190920	31354365	1069152	94063095	1069152	94063095	286380	47031548	286380	47031548	1069152	94063095	190920	31354365	1069152	94063095	1069152	94063095	286380	47031548	286380	47031548	1069152	94063095	190920	31354365	1069152	94063095	1069152	94063095	286380	47031548	286380	47031548	1069152	94063095	190920	31354365	1069152	94063095	1069152	94063095	286380	47031548	286380	47031548	1069152	94063095	190920	31354365	1069152	94063095	1069152	94063095	286380	47031548	286380	47031548	1069152	94063095	1145520	125417460	1145520	125417460	1145520	125417460	1145520	125417460	1145520	125417460	1145520	125417460	1145520	125417460	1145520	125417460	1145520	125417460
113	320000	1659669	196958	31914237	1102962	95742710	1102962	95742710	295436	47871355	295436	47871355	1102962	95742710	196958	31914237	1102962	95742710	1102962	95742710	295436	47871355	295436	47871355	1102962	95742710	196958	31914237	1102962	95742710	1102962	95742710	295436	47871355	295436	47871355	1102962	95742710	196958	31914237	1102962	95742710	1102962	95742710	295436	47871355	295436	47871355	1102962	95742710	196958	31914237	1102962	95742710	1102962	95742710	295436	47871355	295436	47871355	1102962	95742710	196958	31914237	1102962	95742710	1102962	95742710	295436	47871355	295436	47871355	1102962	95742710	196958	31914237	1102962	95742710	1102962	95742710	295436	47871355	295436	47871355	1102962	95742710	196958	31914237	1102962	95742710	1102962	95742710	295436	47871355	295436	47871355	1102962	95742710	196958	31914237	1102962	95742710	1102962	95742710	295436	47871355	295436	47871355	1102962	95742710	1181745	127656946	1181745	127656946	1181745	127656946	1181745	127656946	1181745	127656946	1181745	127656946	1181745	127656946	1181745	127656946	1181745	127656946
114	320000	1696510	203123	32487908	1137486	97463723	1137486	97463723	304684	48731861	304684	48731861	1137486	97463723	203123	32487908	1137486	97463723	1137486	97463723	304684	48731861	304684	48731861	1137486	97463723	203123	32487908	1137486	97463723	1137486	97463723	304684	48731861	304684	48731861	1137486	97463723	203123	32487908	1137486	97463723	1137486	97463723	304684	48731861	304684	48731861	1137486	97463723	203123	32487908	1137486	97463723	1137486	97463723	304684	48731861	304684	48731861	1137486	97463723	203123	32487908	1137486	97463723	1137486	97463723	304684	48731861	304684	48731861	1137486	97463723	203123	32487908	1137486	97463723	1137486	97463723	304684	48731861	304684	48731861	1137486	97463723	203123	32487908	1137486	97463723	1137486	97463723	304684	48731861	304684	48731861	1137486	97463723	203123	32487908	1137486	97463723	1137486	97463723	304684	48731861	304684	48731861	1137486	97463723	1218735	129951630	1218735	129951630	1218735	129951630	1218735	129951630	1218735	129951630	1218735	129951630	1218735	129951630	1218735	129951630	1218735	129951630
115	320000	1733735	209417	33075604	1172732.4	99226812	1172732.4	99226812	314125	49613406	314125	49613406	1172732.4	99226812	209417	33075604	1172732.4	99226812	1172732.4	99226812	314125	49613406	314125	49613406	1172732.4	99226812	209417	33075604	1172732.4	99226812	1172732.4	99226812	314125	49613406	314125	49613406	1172732.4	99226812	209417	33075604	1172732.4	99226812	1172732.4	99226812	314125	49613406	314125	49613406	1172732.4	99226812	209417	33075604	1172732.4	99226812	1172732.4	99226812	314125	49613406	314125	49613406	1172732.4	99226812	209417	33075604	1172732.4	99226812	1172732.4	99226812	314125	49613406	314125	49613406	1172732.4	99226812	209417	33075604	1172732.4	99226812	1172732.4	99226812	314125	49613406	314125	49613406	1172732.4	99226812	209417	33075604	1172732.4	99226812	1172732.4	99226812	314125	49613406	314125	49613406	1172732.4	99226812	209417	33075604	1172732.4	99226812	1172732.4	99226812	314125	49613406	314125	49613406	1172732.4	99226812	1256499	132302416	1256499	132302416	1256499	132302416	1256499	132302416	1256499	132302416	1256499	132302416	1256499	132302416	1256499	132302416	1256499	132302416
116	320000	1771344	215841	33677550	1208706.8	101032650	1208706.8	101032650	323761	50516325	323761	50516325	1208706.8	101032650	215841	33677550	1208706.8	101032650	1208706.8	101032650	323761	50516325	323761	50516325	1208706.8	101032650	215841	33677550	1208706.8	101032650	1208706.8	101032650	323761	50516325	323761	50516325	1208706.8	101032650	215841	33677550	1208706.8	101032650	1208706.8	101032650	323761	50516325	323761	50516325	1208706.8	101032650	215841	33677550	1208706.8	101032650	1208706.8	101032650	323761	50516325	323761	50516325	1208706.8	101032650	215841	33677550	1208706.8	101032650	1208706.8	101032650	323761	50516325	323761	50516325	1208706.8	101032650	215841	33677550	1208706.8	101032650	1208706.8	101032650	323761	50516325	323761	50516325	1208706.8	101032650	215841	33677550	1208706.8	101032650	1208706.8	101032650	323761	50516325	323761	50516325	1208706.8	101032650	215841	33677550	1208706.8	101032650	1208706.8	101032650	323761	50516325	323761	50516325	1208706.8	101032650	1295043	134710200	1295043	134710200	1295043	134710200	1295043	134710200	1295043	134710200	1295043	134710200	1295043	134710200	1295043	134710200	1295043	134710200
117	320000	1809338	222397	34293972	1245420.4	102881915	1245420.4	102881915	333595	51440957	333595	51440957	1245420.4	102881915	222397	34293972	1245420.4	102881915	1245420.4	102881915	333595	51440957	333595	51440957	1245420.4	102881915	222397	34293972	1245420.4	102881915	1245420.4	102881915	333595	51440957	333595	51440957	1245420.4	102881915	222397	34293972	1245420.4	102881915	1245420.4	102881915	333595	51440957	333595	51440957	1245420.4	102881915	222397	34293972	1245420.4	102881915	1245420.4	102881915	333595	51440957	333595	51440957	1245420.4	102881915	222397	34293972	1245420.4	102881915	1245420.4	102881915	333595	51440957	333595	51440957	1245420.4	102881915	222397	34293972	1245420.4	102881915	1245420.4	102881915	333595	51440957	333595	51440957	1245420.4	102881915	222397	34293972	1245420.4	102881915	1245420.4	102881915	333595	51440957	333595	51440957	1245420.4	102881915	222397	34293972	1245420.4	102881915	1245420.4	102881915	333595	51440957	333595	51440957	1245420.4	102881915	1334379	137175886	1334379	137175886	1334379	137175886	1334379	137175886	1334379	137175886	1334379	137175886	1334379	137175886	1334379	137175886	1334379	137175886
118	320000	1847714	229086	34925093	1282878.8	104775278	1282878.8	104775278	343628	52387639	343628	52387639	1282878.8	104775278	229086	34925093	1282878.8	104775278	1282878.8	104775278	343628	52387639	343628	52387639	1282878.8	104775278	229086	34925093	1282878.8	104775278	1282878.8	104775278	343628	52387639	343628	52387639	1282878.8	104775278	229086	34925093	1282878.8	104775278	1282878.8	104775278	343628	52387639	343628	52387639	1282878.8	104775278	229086	34925093	1282878.8	104775278	1282878.8	104775278	343628	52387639	343628	52387639	1282878.8	104775278	229086	34925093	1282878.8	104775278	1282878.8	104775278	343628	52387639	343628	52387639	1282878.8	104775278	229086	34925093	1282878.8	104775278	1282878.8	104775278	343628	52387639	343628	52387639	1282878.8	104775278	229086	34925093	1282878.8	104775278	1282878.8	104775278	343628	52387639	343628	52387639	1282878.8	104775278	229086	34925093	1282878.8	104775278	1282878.8	104775278	343628	52387639	343628	52387639	1282878.8	104775278	1374513	139700370	1374513	139700370	1374513	139700370	1374513	139700370	1374513	139700370	1374513	139700370	1374513	139700370	1374513	139700370	1374513	139700370
119	320000	1886476	235909	35571139	1321090.4	106713417	1321090.4	106713417	353864	53356709	353864	53356709	1321090.4	106713417	235909	35571139	1321090.4	106713417	1321090.4	106713417	353864	53356709	353864	53356709	1321090.4	106713417	235909	35571139	1321090.4	106713417	1321090.4	106713417	353864	53356709	353864	53356709	1321090.4	106713417	235909	35571139	1321090.4	106713417	1321090.4	106713417	353864	53356709	353864	53356709	1321090.4	106713417	235909	35571139	1321090.4	106713417	1321090.4	106713417	353864	53356709	353864	53356709	1321090.4	106713417	235909	35571139	1321090.4	106713417	1321090.4	106713417	353864	53356709	353864	53356709	1321090.4	106713417	235909	35571139	1321090.4	106713417	1321090.4	106713417	353864	53356709	353864	53356709	1321090.4	106713417	235909	35571139	1321090.4	106713417	1321090.4	106713417	353864	53356709	353864	53356709	1321090.4	106713417	235909	35571139	1321090.4	106713417	1321090.4	106713417	353864	53356709	353864	53356709	1321090.4	106713417	1415454	142284556	1415454	142284556	1415454	142284556	1415454	142284556	1415454	142284556	1415454	142284556	1415454	142284556	1415454	142284556	1415454	142284556
120	320000	1925621	242868	36232335	1360060.8	108697005	1360060.8	108697005	364302	54348503	364302	54348503	1360060.8	108697005	242868	36232335	1360060.8	108697005	1360060.8	108697005	364302	54348503	364302	54348503	1360060.8	108697005	242868	36232335	1360060.8	108697005	1360060.8	108697005	364302	54348503	364302	54348503	1360060.8	108697005	242868	36232335	1360060.8	108697005	1360060.8	108697005	364302	54348503	364302	54348503	1360060.8	108697005	242868	36232335	1360060.8	108697005	1360060.8	108697005	364302	54348503	364302	54348503	1360060.8	108697005	242868	36232335	1360060.8	108697005	1360060.8	108697005	364302	54348503	364302	54348503	1360060.8	108697005	242868	36232335	1360060.8	108697005	1360060.8	108697005	364302	54348503	364302	54348503	1360060.8	108697005	242868	36232335	1360060.8	108697005	1360060.8	108697005	364302	54348503	364302	54348503	1360060.8	108697005	242868	36232335	1360060.8	108697005	1360060.8	108697005	364302	54348503	364302	54348503	1360060.8	108697005	1457208	144929340	1457208	144929340	1457208	144929340	1457208	144929340	1457208	144929340	1457208	144929340	1457208	144929340	1457208	144929340	1457208	144929340
121	320000	1925621	249964	36908907	1399798.4	110726720	1399798.4	110726720	374946	55363360	374946	55363360	1399798.4	110726720	249964	36908907	1399798.4	110726720	1399798.4	110726720	374946	55363360	374946	55363360	1399798.4	110726720	249964	36908907	1399798.4	110726720	1399798.4	110726720	374946	55363360	374946	55363360	1399798.4	110726720	249964	36908907	1399798.4	110726720	1399798.4	110726720	374946	55363360	374946	55363360	1399798.4	110726720	249964	36908907	1399798.4	110726720	1399798.4	110726720	374946	55363360	374946	55363360	1399798.4	110726720	249964	36908907	1399798.4	110726720	1399798.4	110726720	374946	55363360	374946	55363360	1399798.4	110726720	249964	36908907	1399798.4	110726720	1399798.4	110726720	374946	55363360	374946	55363360	1399798.4	110726720	249964	36908907	1399798.4	110726720	1399798.4	110726720	374946	55363360	374946	55363360	1399798.4	110726720	249964	36908907	1399798.4	110726720	1399798.4	110726720	374946	55363360	374946	55363360	1399798.4	110726720	1499784	147635626	1499784	147635626	1499784	147635626	1499784	147635626	1499784	147635626	1499784	147635626	1499784	147635626	1499784	147635626	1499784	147635626
122	320000	1925621	257199	37601078	1440311.6	112803233	1440311.6	112803233	385798	56401616	385798	56401616	1440311.6	112803233	257199	37601078	1440311.6	112803233	1440311.6	112803233	385798	56401616	385798	56401616	1440311.6	112803233	257199	37601078	1440311.6	112803233	1440311.6	112803233	385798	56401616	385798	56401616	1440311.6	112803233	257199	37601078	1440311.6	112803233	1440311.6	112803233	385798	56401616	385798	56401616	1440311.6	112803233	257199	37601078	1440311.6	112803233	1440311.6	112803233	385798	56401616	385798	56401616	1440311.6	112803233	257199	37601078	1440311.6	112803233	1440311.6	112803233	385798	56401616	385798	56401616	1440311.6	112803233	257199	37601078	1440311.6	112803233	1440311.6	112803233	385798	56401616	385798	56401616	1440311.6	112803233	257199	37601078	1440311.6	112803233	1440311.6	112803233	385798	56401616	385798	56401616	1440311.6	112803233	257199	37601078	1440311.6	112803233	1440311.6	112803233	385798	56401616	385798	56401616	1440311.6	112803233	1543191	150404310	1543191	150404310	1543191	150404310	1543191	150404310	1543191	150404310	1543191	150404310	1543191	150404310	1543191	150404310	1543191	150404310
123	320000	1925621	264573	38309074	1481608.8	114927222	1481608.8	114927222	396860	57463611	396860	57463611	1481608.8	114927222	264573	38309074	1481608.8	114927222	1481608.8	114927222	396860	57463611	396860	57463611	1481608.8	114927222	264573	38309074	1481608.8	114927222	1481608.8	114927222	396860	57463611	396860	57463611	1481608.8	114927222	264573	38309074	1481608.8	114927222	1481608.8	114927222	396860	57463611	396860	57463611	1481608.8	114927222	264573	38309074	1481608.8	114927222	1481608.8	114927222	396860	57463611	396860	57463611	1481608.8	114927222	264573	38309074	1481608.8	114927222	1481608.8	114927222	396860	57463611	396860	57463611	1481608.8	114927222	264573	38309074	1481608.8	114927222	1481608.8	114927222	396860	57463611	396860	57463611	1481608.8	114927222	264573	38309074	1481608.8	114927222	1481608.8	114927222	396860	57463611	396860	57463611	1481608.8	114927222	264573	38309074	1481608.8	114927222	1481608.8	114927222	396860	57463611	396860	57463611	1481608.8	114927222	1587438	153236296	1587438	153236296	1587438	153236296	1587438	153236296	1587438	153236296	1587438	153236296	1587438	153236296	1587438	153236296	1587438	153236296
124	320000	1925621	272089	39033120	1523695.6	117099360	1523695.6	117099360	408133	58549680	408133	58549680	1523695.6	117099360	272089	39033120	1523695.6	117099360	1523695.6	117099360	408133	58549680	408133	58549680	1523695.6	117099360	272089	39033120	1523695.6	117099360	1523695.6	117099360	408133	58549680	408133	58549680	1523695.6	117099360	272089	39033120	1523695.6	117099360	1523695.6	117099360	408133	58549680	408133	58549680	1523695.6	117099360	272089	39033120	1523695.6	117099360	1523695.6	117099360	408133	58549680	408133	58549680	1523695.6	117099360	272089	39033120	1523695.6	117099360	1523695.6	117099360	408133	58549680	408133	58549680	1523695.6	117099360	272089	39033120	1523695.6	117099360	1523695.6	117099360	408133	58549680	408133	58549680	1523695.6	117099360	272089	39033120	1523695.6	117099360	1523695.6	117099360	408133	58549680	408133	58549680	1523695.6	117099360	272089	39033120	1523695.6	117099360	1523695.6	117099360	408133	58549680	408133	58549680	1523695.6	117099360	1632531	156132480	1632531	156132480	1632531	156132480	1632531	156132480	1632531	156132480	1632531	156132480	1632531	156132480	1632531	156132480	1632531	156132480
125	320000	1925621	279747	39773442	1566580.4	119320325	1566580.4	119320325	419620	59660162	419620	59660162	1566580.4	119320325	279747	39773442	1566580.4	119320325	1566580.4	119320325	419620	59660162	419620	59660162	1566580.4	119320325	279747	39773442	1566580.4	119320325	1566580.4	119320325	419620	59660162	419620	59660162	1566580.4	119320325	279747	39773442	1566580.4	119320325	1566580.4	119320325	419620	59660162	419620	59660162	1566580.4	119320325	279747	39773442	1566580.4	119320325	1566580.4	119320325	419620	59660162	419620	59660162	1566580.4	119320325	279747	39773442	1566580.4	119320325	1566580.4	119320325	419620	59660162	419620	59660162	1566580.4	119320325	279747	39773442	1566580.4	119320325	1566580.4	119320325	419620	59660162	419620	59660162	1566580.4	119320325	279747	39773442	1566580.4	119320325	1566580.4	119320325	419620	59660162	419620	59660162	1566580.4	119320325	279747	39773442	1566580.4	119320325	1566580.4	119320325	419620	59660162	419620	59660162	1566580.4	119320325	1678479	159093766	1678479	159093766	1678479	159093766	1678479	159093766	1678479	159093766	1678479	159093766	1678479	159093766	1678479	159093766	1678479	159093766
126	320000	1925621	287548	40530263	1610268.8	121590788	1610268.8	121590788	431322	60795394	431322	60795394	1610268.8	121590788	287548	40530263	1610268.8	121590788	1610268.8	121590788	431322	60795394	431322	60795394	1610268.8	121590788	287548	40530263	1610268.8	121590788	1610268.8	121590788	431322	60795394	431322	60795394	1610268.8	121590788	287548	40530263	1610268.8	121590788	1610268.8	121590788	431322	60795394	431322	60795394	1610268.8	121590788	287548	40530263	1610268.8	121590788	1610268.8	121590788	431322	60795394	431322	60795394	1610268.8	121590788	287548	40530263	1610268.8	121590788	1610268.8	121590788	431322	60795394	431322	60795394	1610268.8	121590788	287548	40530263	1610268.8	121590788	1610268.8	121590788	431322	60795394	431322	60795394	1610268.8	121590788	287548	40530263	1610268.8	121590788	1610268.8	121590788	431322	60795394	431322	60795394	1610268.8	121590788	287548	40530263	1610268.8	121590788	1610268.8	121590788	431322	60795394	431322	60795394	1610268.8	121590788	1725288	162121050	1725288	162121050	1725288	162121050	1725288	162121050	1725288	162121050	1725288	162121050	1725288	162121050	1725288	162121050	1725288	162121050
127	320000	1925621	295495	41303809	1654772	123911427	1654772	123911427	443243	61955714	443243	61955714	1654772	123911427	295495	41303809	1654772	123911427	1654772	123911427	443243	61955714	443243	61955714	1654772	123911427	295495	41303809	1654772	123911427	1654772	123911427	443243	61955714	443243	61955714	1654772	123911427	295495	41303809	1654772	123911427	1654772	123911427	443243	61955714	443243	61955714	1654772	123911427	295495	41303809	1654772	123911427	1654772	123911427	443243	61955714	443243	61955714	1654772	123911427	295495	41303809	1654772	123911427	1654772	123911427	443243	61955714	443243	61955714	1654772	123911427	295495	41303809	1654772	123911427	1654772	123911427	443243	61955714	443243	61955714	1654772	123911427	295495	41303809	1654772	123911427	1654772	123911427	443243	61955714	443243	61955714	1654772	123911427	295495	41303809	1654772	123911427	1654772	123911427	443243	61955714	443243	61955714	1654772	123911427	1772970	165215236	1772970	165215236	1772970	165215236	1772970	165215236	1772970	165215236	1772970	165215236	1772970	165215236	1772970	165215236	1772970	165215236
